,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-103724.5963,-16680.8651,122,207693.1926,207707.2564,208391.2512,36.8651,17.9169,-103724.596508,0
2,lopho,10,rcluster,-103717.205078125,AIC,207678.410156,8,2,-103717.1847,-15484.4151,122,207678.3694,207692.4331,208376.4280,36.8295,17.8985,-103717.184872,0
3,lopho,10,rcluster,-103717.205078125,BIC,208376.468753,8,2,-103717.1847,-15484.4151,122,207678.3694,207692.4331,208376.4280,36.8295,17.8985,-103717.184872,0
4,lopho,10,rcluster,-103717.205078125,AICc,207692.473886,8,2,-103717.1847,-15484.4151,122,207678.3694,207692.4331,208376.4280,36.8295,17.8985,-103717.184872,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-50256.3817,-13302.8954,48,100608.7634,100611.3694,100873.9682,20.5582,9.1276,-50256.381733,0
6,myria,10,rcluster,-50242.994140625,AIC,100589.988281,5,5,-50242.8309,-11006.9375,52,100589.6619,100592.7224,100876.9671,20.3849,9.0231,-50242.830993,0
7,myria,10,rcluster,-50248,BIC,100857.204836,8,2,-50247.9711,-12201.6807,48,100591.9422,100594.5483,100857.1470,20.5704,9.1271,-50247.971136,0
8,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-207840.4348,-35430.2904,122,415924.8695,415931.7991,416705.8596,37.0047,18.0319,-207840.434956,2
9,myria,20,noPart,noPart,noPart,noPart,noPart,0,-101634.3763,-28780.8498,48,203364.7526,203366.0364,203663.2932,20.5037,8.9254,-101634.376360,0
10,myria,20,rcluster,-101616.654296875,AIC,203339.308594,14,6,-101616.5860,-23752.0177,53,203339.1720,203340.7363,203668.8105,20.4641,8.8994,-101616.586064,0
11,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-414670.0509,-77749.0146,122,829584.1017,829587.4092,830453.5509,37.1510,18.1006,-414670.050941,0
12,myria,40,noPart,noPart,noPart,noPart,noPart,0,-200653.0381,-57528.2804,48,401402.0762,401402.7607,401730.5073,20.6232,8.9900,-200653.038189,0
13,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-827449.1076,-163559.7952,122,1655142.2153,1655143.8656,1656095.6567,37.1165,18.0655,-827449.107785,0
14,myria,80,noPart,noPart,noPart,noPart,noPart,0,-399432.7515,-119727.2096,48,798961.5029,798961.8519,799322.1037,20.5119,8.9488,-399432.751597,0
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
