,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-117709.9326,-18735.9092,122,235663.8652,235676.1803,236377.2922,54.1069,24.1652,-117709.933251,0
2,lopho,10,rcluster,-117704.998046875,AIC,235655.996094,7,3,-117704.9755,-16563.0179,123,235655.9510,235668.4732,236375.2258,54.0794,24.1479,-117704.975856,0
3,lopho,10,rcluster,-117710.125,BIC,236369.829267,9,1,-117710.1069,-18735.9092,121,235662.2137,235674.3236,236369.7930,54.0578,24.1402,-117710.107235,0
4,lopho,10,rcluster,-117704.998046875,AICc,235668.518261,7,3,-117704.9755,-16563.0179,123,235655.9510,235668.4732,236375.2258,54.0794,24.1479,-117704.975856,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-48963.8955,-13661.4837,48,98023.7911,98026.2787,98291.1724,25.8825,9.8544,-48963.896249,0
6,myria,10,rcluster,-48959.345703125,BIC,98282.0726823,8,2,-48959.2813,-13128.1129,48,98014.5626,98017.0502,98281.9439,25.8501,9.8396,-48959.281922,0
7,myria,10,rcluster,-48954.015625,AICc,98012.840572,6,4,-48953.9761,-11729.5870,51,98009.9522,98012.7615,98294.0448,25.9955,9.9063,-48953.976772,0
8,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-237762.1880,-41785.6035,122,475768.3760,475774.1732,476570.5824,54.0973,23.9911,-237762.190216,0
9,lopho,20,rcluster,-237764.71875,BIC,476567.068414,19,1,-237764.6712,-41785.6035,121,475771.3423,475777.0441,476566.9732,53.9692,23.9223,-237764.673790,0
10,lopho,20,rcluster,-237751.75,AICc,475761.686739,15,5,-237751.7349,-35486.1656,126,475755.4697,475761.6565,476583.9780,54.0687,23.9755,-237751.735868,0
11,myria,20,noPart,noPart,noPart,noPart,noPart,0,-101535.8404,-30505.8348,48,203167.6807,203168.8734,203469.7110,26.1405,9.8931,-101535.841256,0
12,myria,20,rcluster,-101524.577148438,BIC,203455.476904,17,3,-101524.4951,-28095.2788,49,203146.9903,203148.2330,203455.3129,26.1093,9.8847,-101524.496508,0
13,myria,20,rcluster,-101522.499023438,AICc,203150.397032,15,5,-101522.4253,-26522.1809,52,203148.8506,203150.2496,203476.0501,26.1460,9.9042,-101522.426719,0
14,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-476692.6148,-90812.8324,122,953629.2296,953632.0298,954518.7427,54.0211,24.0504,-476692.615663,0
15,myria,40,noPart,noPart,noPart,noPart,noPart,0,-201293.5687,-63083.1036,48,402683.1375,402683.7510,403016.7879,26.3406,10.0137,-201293.570302,0
16,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-960982.7648,-199934.5235,122,1922209.5296,1922210.8593,1923189.1720,54.1258,24.1998,-960982.768033,0
17,myria,80,noPart,noPart,noPart,noPart,noPart,0,-399297.2425,-131114.8324,48,798690.4850,798690.7957,799056.6446,26.0582,10.0223,-399297.243591,0
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
