,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-25786.5830,-16013.4666,18,51609.1659,51609.4637,51712.6227,38.7074,15.6443,-25786.937872,4
2,lopho,10,rcluster,-25780.701171875,AIC,51597.4023438,8,2,-25780.1813,-14926.1284,18,51596.3625,51596.6603,51699.8193,39.0632,18.1964,-25780.297365,2
3,lopho,10,rcluster,-25780.701171875,BIC,51700.8590868,8,2,-25780.1829,-14926.1284,18,51596.3659,51596.6637,51699.8226,39.1380,18.1260,-25780.297579,2
4,lopho,10,rcluster,-25780.701171875,AICc,51597.7001235,8,2,-25780.1813,-14926.1284,18,51596.3625,51596.6603,51699.8193,39.0630,18.1965,-25780.297365,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-15169.7063,-5204.2857,18,30375.4127,30376.1099,30463.7523,13.5542,6.9112,-15171.155916,0
6,myria,10,rcluster,-15035.6015625,AIC,30109.203125,9,1,-15035.2884,-5204.2857,19,30108.5769,30109.3524,30201.8242,29.7632,13.2211,-15035.313779,2
7,myria,10,rcluster,-15035.6015625,BIC,30202.4504753,9,1,-15035.2884,-5204.2857,19,30108.5769,30109.3524,30201.8242,29.7632,13.2211,-15035.313779,2
8,myria,10,rcluster,-15035.6015625,AICc,30109.9786352,9,1,-15035.2884,-5204.2857,19,30108.5769,30109.3524,30201.8242,29.7632,13.2211,-15035.313779,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-51744.6852,-35193.0161,18,103525.3704,103525.5136,103641.9226,38.5227,17.8504,-51744.722738,2
10,lopho,20,rcluster,-51729.9072265625,AIC,103501.814453,16,4,-51728.8604,-30910.8529,21,103499.7208,103499.9144,103635.6983,39.9654,17.3290,-51728.872798,0
11,lopho,20,rcluster,-51733.7578125,BIC,103620.067792,18,2,-51732.5687,-33052.0871,18,103501.1374,103501.2806,103617.6896,37.3233,18.8585,-51732.622453,2
12,lopho,20,rcluster,-51729.9072265625,AICc,103502.008083,16,4,-51728.8602,-30910.8529,21,103499.7205,103499.9141,103635.6980,39.9598,17.3280,-51728.872647,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-30561.5061,-11144.1041,18,61159.0122,61159.3575,61259.8285,15.1700,7.7338,-30561.520379,6
14,myria,20,rcluster,-30267.8660888672,AIC,60597.7321777,14,5,-30267.0017,-9848.6728,31,60596.0034,60597.0115,60769.6314,33.1881,11.2692,-30267.080441,4
15,myria,20,rcluster,-30284.70703125,BIC,60713.8312092,19,1,-30284.4352,-11144.1041,19,60606.8703,60607.2542,60713.2875,33.7202,9.5974,-30284.574135,6
16,myria,20,rcluster,-30267.8660888672,AICc,60598.7403078,14,5,-30267.0020,-9848.6728,31,60596.0039,60597.0121,60769.6319,33.1910,11.2779,-30267.220162,2
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-107453.9180,-74699.8356,18,214943.8360,214943.9079,215072.7480,37.5663,15.9702,-107454.005798,2
18,lopho,40,rcluster,-107426.446655273,AIC,214900.893311,34,6,-107424.8080,-65106.0522,24,214897.6160,214897.7423,215069.4987,38.9643,17.1878,-107424.857840,0
19,lopho,40,rcluster,-107437.140014648,BIC,215048.353853,37,3,-107434.8262,-70291.8466,19,214907.6524,214907.7323,215043.7262,37.8651,16.6355,-107434.889270,2
20,lopho,40,rcluster,-107426.446655273,AICc,214901.019613,34,6,-107424.8040,-65106.0522,24,214897.6081,214897.7344,215069.4908,38.9480,17.2343,-107424.857136,2
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-61404.3838,-23709.5677,18,122844.7675,122844.9393,122958.0604,15.1183,6.6766,-61404.674556,6
22,myria,40,rcluster,-60809.0711669922,AIC,121710.142334,30,10,-60808.4332,-20037.9488,46,121708.8663,121709.9602,121998.3926,32.1065,11.3527,-60808.613428,0
23,myria,40,rcluster,-60842.44921875,BIC,121842.485381,39,1,-60842.3480,-23709.5677,19,121722.6961,121722.8870,121842.2830,30.0159,12.9012,-60842.350489,4
24,myria,40,rcluster,-60808.8013916016,AICc,121710.696636,30,10,-60808.1576,-19966.9273,46,121708.3152,121709.4091,121997.8415,28.2659,12.6060,-60808.259237,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-215739.2152,-158893.8312,18,431514.4304,431514.4659,431656.0780,38.4761,16.9592,-215739.561756,2
26,lopho,80,rcluster,-215685.016601562,AIC,431424.033203,71,8,-215683.4698,-136506.5679,27,431420.9395,431421.0179,431633.4109,39.1990,21.7978,-215683.918893,4
27,lopho,80,rcluster,-215699.421875,BIC,431596.229952,77,3,-215697.0735,-148962.7996,20,431434.1471,431434.1906,431591.5333,38.6720,16.9952,-215697.150429,2
