,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-144624.6067,-35579.6278,122,289493.2133,289499.8620,290279.1157,113.5363,57.0845,-144624.596671,0
2,lopho,10,rcluster,-144619.4609375,AIC,289484.921875,8,2,-144619.3970,-33389.5693,123,289484.7940,289491.5532,290277.1382,113.4232,57.0325,-144619.405260,2
3,lopho,10,rcluster,-144621.52734375,BIC,290272.957079,8,2,-144621.3944,-33375.4593,122,289486.7888,289493.4374,290272.6912,112.9457,56.7272,-144621.397947,2
4,lopho,10,rcluster,-144619.4609375,AICc,289491.681015,8,2,-144619.3971,-33389.5693,123,289484.7943,289491.5534,290277.1385,113.4235,57.0327,-144619.405386,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-59083.8385,-22218.5548,48,118263.6769,118265.2449,118552.7603,61.9070,28.4887,-59083.830468,0
6,myria,10,rcluster,-59080.5859375,AIC,118257.171875,8,2,-59080.2970,-20771.8820,48,118256.5940,118258.1620,118545.6773,61.7235,28.1756,-59080.308568,4
7,myria,10,rcluster,-59083.95703125,BIC,118544.974803,9,1,-59083.7132,-22218.5548,47,118261.4264,118262.9299,118544.4872,61.8260,28.3239,-59083.719880,2
8,myria,10,rcluster,-59080.5859375,AICc,118258.739875,8,2,-59080.2475,-20771.8820,48,118256.4950,118258.0630,118545.5783,61.7342,28.3353,-59080.308365,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-293320.9601,-78774.3197,122,586885.9202,586889.0820,587760.7919,113.1767,56.0634,-293321.280218,2
10,lopho,20,rcluster,-293310.240234375,AIC,586874.480469,15,5,-293310.4817,-69610.6617,127,586874.9635,586878.3905,587785.6906,113.7785,56.1652,-293310.477262,0
11,lopho,20,rcluster,-293314.4453125,BIC,587747.762343,18,2,-293314.6641,-74648.0127,122,586873.3282,586876.4900,587748.1999,113.4680,55.9826,-293314.640902,0
12,lopho,20,rcluster,-293310.240234375,AICc,586877.907474,15,5,-293310.5051,-69610.6617,127,586875.0103,586878.4373,587785.7374,113.8307,56.1855,-293310.477027,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-121928.1962,-50137.5734,48,243952.3924,243953.1231,244277.7151,68.5109,37.6825,-121928.166424,4
14,myria,20,rcluster,-121918.47265625,AIC,243942.945312,14,6,-121918.4325,-42793.2440,53,243942.8650,243943.7548,244302.0755,66.0698,34.0709,-121918.417094,0
15,myria,20,rcluster,-121922.70703125,BIC,244266.736724,18,2,-121922.5223,-47255.3492,48,243941.0445,243941.7752,244266.3672,68.1302,36.8548,-121922.610802,4
16,myria,20,rcluster,-121918.47265625,AICc,243943.8351,14,6,-121918.5244,-42793.2440,53,243943.0487,243943.9385,244302.2592,66.5346,35.1331,-121918.561827,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-591193.4135,-169823.7827,122,1182630.8271,1182632.3581,1183593.3634,112.8715,NA,-591192.977868,4
18,lopho,40,rcluster,-591175.9375,AIC,1182603.875,35,5,-591175.8827,-151559.1346,126,1182603.7655,1182605.3985,1183597.8604,113.1915,56.8709,-591175.853811,0
19,lopho,40,rcluster,-591183.046875,BIC,1183572.63009,38,2,-591182.9428,-162769.5383,122,1182609.8855,1182611.4166,1183572.4219,113.0741,56.7956,-591183.061591,2
20,lopho,40,rcluster,-591175.9375,AICc,1182605.50802,35,5,-591175.8686,-151559.1346,126,1182603.7373,1182605.3703,1183597.8322,113.2134,56.8825,-591175.855320,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-245706.9688,-106284.0518,48,491509.9376,491510.3014,491868.5535,65.4924,36.4803,-245707.028547,4
22,myria,40,rcluster,-245686.201171875,AIC,491480.402344,34,6,-245684.4368,-93023.5574,54,491476.8735,491477.3331,491880.3164,65.5135,36.1833,-245684.354812,0
23,myria,40,rcluster,-245695.939453125,BIC,491855.965991,37,3,-245694.4367,-98984.5882,49,491486.8733,491487.2523,491852.9604,65.8044,NA,-245694.194952,2
24,myria,40,rcluster,-245686.201171875,AICc,491480.861918,34,6,-245684.4621,-93023.5574,54,491476.9242,491477.3838,491880.3671,66.1975,NA,-245684.354035,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1167219.5037,-346868.8613,122,2334683.0074,2334683.7832,2335728.1123,113.2275,56.9839,-1167219.490323,0
26,myria,80,noPart,noPart,noPart,noPart,noPart,0,-484966.0256,-217286.1205,48,970028.0512,970028.2378,970418.6280,62.7608,32.9028,-484966.008336,0
27,myria,80,rcluster,-484930.9765625,BIC,970358.666957,77,3,-484931.7703,-203353.1782,49,969961.5407,969961.7350,970360.2545,61.9737,NA,-484930.378254,4
28,myria,80,rcluster,-484910.335449219,AICc,969934.933248,72,8,-484910.0153,-190442.9241,57,969934.0305,969934.2929,970397.8405,63.6604,NA,-484909.902890,0
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
