,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-152801.1263,-43463.4187,122,305846.2527,305851.6331,306657.3571,139.8963,67.1711,-152802.211132,20
2,lopho,10,rcluster,-152800.8671875,AIC,305845.734375,8,2,-152795.3002,-41301.4114,122,305834.6004,305839.9808,306645.7048,141.3701,70.1499,-152795.703682,18
3,lopho,10,rcluster,-152800.8671875,BIC,306656.838794,8,2,-152794.4603,-41301.4114,122,305832.9205,305838.3009,306644.0249,139.3755,69.1518,-152794.603384,8
4,lopho,10,rcluster,-152800.8671875,AICc,305851.114798,8,2,-152794.5651,-41301.4114,122,305833.1303,305838.5107,306644.2347,139.4868,69.3413,-152794.847052,8
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-54856.0222,-20641.9842,48,109808.0444,109809.6874,110094.9210,48.7771,23.5598,-54856.162382,2
6,myria,10,rcluster,-54854.7373046875,AIC,109809.474609,7,3,-54853.1807,-18642.9462,50,109806.3614,109808.1440,110105.1911,49.0425,22.4602,-54854.330318,6
7,myria,10,rcluster,-54860.20703125,BIC,110095.314047,9,1,-54858.1936,-20641.9842,47,109810.3873,109811.9627,110091.2872,49.2009,24.3019,-54858.588774,8
8,myria,10,rcluster,-54854.7373046875,AICc,109811.257203,7,3,-54853.3714,-18642.9462,50,109806.7427,109808.5253,110105.5725,50.1741,24.7357,-54854.338132,8
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-299030.9690,-92361.1789,122,598305.9381,598308.5501,599203.8435,138.3941,NA,-299030.721454,4
10,lopho,20,rcluster,-299025.06640625,AIC,598296.132812,17,3,-299021.2833,-85725.6108,123,598288.5666,598291.2216,599193.8318,146.6470,69.5492,-299022.371069,8
11,lopho,20,rcluster,-299026.0703125,AICc,598298.752635,18,2,-299023.2141,-88825.9343,122,598290.4282,598293.0402,599188.3336,140.2708,59.7799,-299023.186076,12
12,myria,20,noPart,noPart,noPart,noPart,noPart,0,-106292.6589,-42657.5739,48,212681.3177,212682.1537,213000.2298,49.1640,21.4215,-106292.843442,0
13,myria,20,rcluster,-106282.462890625,AIC,212672.925781,14,5,-106280.6376,-37352.2735,54,212669.2753,212670.3320,213028.0514,49.2973,21.4640,-106280.998761,2
14,myria,20,rcluster,-106296.8359375,BIC,212999.939971,19,1,-106294.6763,-42657.5739,47,212683.3527,212684.1544,212995.6208,48.6345,20.9852,-106294.837076,0
15,myria,20,rcluster,-106282.462890625,AICc,212673.982533,14,5,-106280.7567,-37352.2735,54,212669.5134,212670.5701,213028.2895,49.1367,21.1579,-106280.826129,0
16,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-598777.7038,-189889.6598,122,1197799.4076,1197800.7390,1198778.8994,135.2915,57.5529,-598777.649401,0
17,lopho,40,rcluster,-598757.202148438,AIC,1197766.4043,34,6,-598757.0977,-169094.1013,126,1197766.1954,1197767.6154,1198777.8017,135.5325,57.6402,-598757.045216,0
18,lopho,40,rcluster,-598763.875,BIC,1198751.2418,38,2,-598763.7405,-182625.5410,122,1197771.4810,1197772.8123,1198750.9728,135.4112,57.6500,-598763.736822,0
19,lopho,40,rcluster,-598757.202148438,AICc,1197767.82424,34,6,-598757.0530,-169094.1013,126,1197766.1060,1197767.5259,1198777.7122,135.5230,57.6496,-598757.050223,0
20,myria,40,noPart,noPart,noPart,noPart,noPart,0,-213527.3097,-87836.4138,48,427150.6193,427151.0476,427501.4344,50.0892,23.4887,-213527.613148,0
21,myria,40,rcluster,-213503.868164062,AIC,427119.736328,33,7,-213503.4512,-76277.8779,56,427118.9024,427119.4840,427528.1866,50.2846,23.2594,-213504.283770,4
22,myria,40,rcluster,-213516.060546875,BIC,427488.244751,37,3,-213515.7894,-82952.1692,49,427129.5788,427130.0249,427487.7024,50.0921,23.2041,-213515.903546,8
23,myria,40,rcluster,-213503.868164062,AICc,427120.317961,33,7,-213503.3985,-76277.8779,56,427118.7969,427119.3786,427528.0811,50.1023,23.0833,-213504.276632,6
24,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1170615.2516,-383771.1760,122,2341474.5033,2341475.1843,2342535.4628,135.4463,56.9524,-1170615.222260,0
25,myria,80,noPart,noPart,noPart,noPart,noPart,0,-425514.5274,-181658.1733,48,851125.0548,851125.2705,851508.6995,48.9644,21.1831,-425514.475880,2
26,myria,80,rcluster,-425456.435546875,AIC,851036.871094,69,11,-425457.1371,-153386.3863,62,851038.2743,851038.6326,851533.8153,49.2181,NA,-425456.992285,2
27,myria,80,rcluster,-425481.610351562,BIC,851462.85054,76,4,-425481.3265,-168077.7931,50,851062.6531,851062.8869,851462.2829,48.7790,21.0395,-425481.322652,2
28,myria,80,rcluster,-425457.313476562,AICc,851036.973894,70,10,-425457.9393,-155556.6359,61,851037.8786,851038.2255,851525.4270,49.0956,NA,-425457.808150,2
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
