,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-147169.0836,-39309.1561,122,294582.1672,294588.3706,295376.3095,113.3381,59.7013,-147169.573923,22
2,lopho,10,rcluster,-147166.506835938,AIC,294585.013672,5,5,-147163.3074,-33635.7386,126,294578.6148,294585.2354,295398.7944,114.0888,59.4365,-147163.431505,6
3,lopho,10,rcluster,-147172.765625,BIC,295375.164126,9,1,-147169.4557,-39309.1561,121,294580.9115,294587.0127,295368.5443,113.1125,58.7951,-147169.433124,0
4,lopho,10,rcluster,-147166.506835938,AICc,294591.634276,5,5,-147164.0154,-33635.7386,126,294580.0308,294586.6514,295400.2105,114.1487,59.7190,-147167.112527,16
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-57846.3571,-19911.7923,48,115788.7142,115790.4342,116073.4332,39.7842,19.7610,-57846.387019,2
6,myria,10,rcluster,-57842.9931640625,AIC,115783.986328,7,3,-57842.3658,-18328.0623,49,115782.7315,115784.5238,116073.3821,39.9724,19.7645,-57842.353800,2
7,myria,10,rcluster,-57847.0703125,BIC,116066.927894,9,1,-57845.8517,-19911.7923,47,115785.7034,115787.3525,116064.4907,39.7012,20.2250,-57846.484549,2
8,myria,10,rcluster,-57842.9931640625,AICc,115785.778574,7,3,-57842.3658,-18328.0623,49,115782.7315,115784.5238,116073.3821,39.9724,19.7645,-57842.353800,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-291631.6860,-80707.4080,122,583507.3720,583510.5090,584383.1916,114.7638,60.9260,-291632.718258,4
10,lopho,20,rcluster,-291619.9453125,AIC,583493.890625,14,5,-291618.7258,-69843.7977,127,583491.4515,583494.8516,584403.1654,115.5582,62.2803,-291619.605461,6
11,lopho,20,rcluster,-291630.0859375,BIC,584379.991539,18,2,-291628.6073,-78375.3216,122,583501.2145,583504.3516,584377.0342,114.8123,61.7798,-291629.307433,6
12,lopho,20,rcluster,-291619.9453125,AICc,583497.29075,14,5,-291618.7798,-69843.7977,127,583491.5596,583494.9597,584403.2735,115.2120,62.0168,-291619.603071,4
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-111111.4341,-39627.6044,48,222318.8683,222319.7729,222634.0263,39.9836,20.5654,-111112.793780,2
14,myria,20,rcluster,-111097.453613281,AIC,222294.907227,14,4,-111097.0638,-35176.2790,50,222294.1275,222295.1087,222622.4172,40.6760,20.2076,-111097.051049,2
15,myria,20,rcluster,-111100.332519531,BIC,222620.388889,17,3,-111100.0371,-36951.8691,49,222298.0742,222299.0167,222619.7981,40.6769,20.3293,-111100.110876,2
16,myria,20,rcluster,-111097.453613281,AICc,222295.888373,14,4,-111096.9567,-35176.2790,50,222293.9133,222294.8945,222622.2030,40.6523,20.3583,-111097.050979,2
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-583404.7432,-167997.7201,122,1167053.4864,1167055.0519,1168013.3338,111.2999,57.5264,-583404.809894,2
18,lopho,40,rcluster,-583379.301757812,AIC,1167026.60352,29,11,-583379.2214,-139103.7552,134,1167026.4428,1167028.3311,1168080.7013,111.4875,57.6642,-583379.226676,0
19,lopho,40,rcluster,-583394.571289062,BIC,1168002.85753,37,3,-583394.2173,-160693.6021,123,1167034.4346,1167036.0258,1168002.1496,111.0483,57.3753,-583394.221727,0
20,lopho,40,rcluster,-583379.301757812,AICc,1167028.49182,29,11,-583379.2212,-139103.7552,134,1167026.4424,1167028.3307,1168080.7010,111.4876,57.6642,-583379.226501,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-217435.1989,-79873.4816,48,434966.3978,434966.8730,435312.2439,40.7506,19.8146,-217435.304983,0
22,myria,40,rcluster,-217405.799316406,AIC,434921.598633,33,7,-217405.9436,-68211.7311,55,434921.8872,434922.5099,435318.1692,41.0467,NA,-217405.801176,2
23,myria,40,rcluster,-217413.409179688,BIC,435287.0747,36,4,-217413.7124,-72067.0233,50,434927.4249,434927.9402,435287.6812,40.9310,NA,-217413.392939,2
24,myria,40,rcluster,-217405.799316406,AICc,434922.221358,33,7,-217406.2318,-68211.7311,55,434922.4637,434923.0864,435318.7457,41.2698,NA,-217405.801871,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1190817.3219,-360063.6318,122,2381878.6439,2381879.4045,2382926.1517,111.4506,57.5032,-1190817.856290,2
26,myria,80,noPart,noPart,noPart,noPart,noPart,0,-424651.3729,-160087.6459,48,849398.7457,849398.9943,849775.5853,40.4965,19.2976,-424651.406697,2
27,myria,80,rcluster,-424589.843261719,AIC,849297.686523,70,10,-424589.6822,-135149.9835,59,849297.3644,849297.7388,849760.5631,40.6285,19.3449,-424589.726609,2
28,myria,80,rcluster,-424607.198242188,BIC,849716.788554,74,5,-424606.8265,-144930.5712,51,849315.6530,849315.9333,849716.0451,40.4785,19.2973,-424606.856504,2
29,myria,80,rcluster,-424590.002441406,AICc,849300.391918,69,11,-424589.8715,-135936.4751,60,849299.7430,849300.1301,849770.7925,40.6154,19.3394,-424589.932177,2
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
