,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-27528.7785,-14435.2642,18,55093.5571,55093.8711,55196.0643,28.9600,3.0356,-27528.770466,0
2,lopho,10,rcluster,-27525.3203125,AIC,55088.640625,7,3,-27525.2849,-13057.2657,19,55088.5698,55088.9189,55196.7719,28.7705,2.9608,-27525.276640,0
3,lopho,10,rcluster,-27528.73046875,BIC,55188.2733547,9,1,-27528.7152,-14435.2642,17,55091.4304,55091.7113,55188.2428,28.9331,3.0326,-27528.702262,0
4,lopho,10,rcluster,-27525.3203125,AICc,55088.9897293,7,3,-27525.2849,-13057.2657,19,55088.5698,55088.9189,55196.7719,28.7705,2.9608,-27525.276640,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-16674.8317,-5240.0433,18,33385.6633,33386.3606,33474.0029,17.4239,5.0278,-16674.831965,2
6,myria,10,rcluster,-16517.9859619141,AIC,33097.9719238,4,5,-16517.0570,-4470.5613,31,33096.1140,33098.1636,33248.2544,36.8685,9.2832,-16517.122938,6
7,myria,10,rcluster,-16531.2265625,BIC,33193.7004753,9,1,-16530.9890,-5240.0433,19,33099.9780,33100.7535,33193.2253,34.9699,10.1736,-16530.996228,2
8,myria,10,rcluster,-16517.9859619141,AICc,33100.0215106,4,5,-16517.0029,-4470.5613,31,33096.0058,33098.0554,33248.1463,36.3546,9.8218,-16517.240787,4
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-55211.2730,-28669.8670,18,110458.5459,110458.7148,110572.1422,29.5432,2.7539,-55211.283140,2
10,lopho,20,rcluster,-55202.9097900391,AIC,110445.81958,16,4,-55202.7777,-26177.8362,20,110445.5555,110445.7630,110571.7736,29.3641,2.7180,-55202.788810,0
11,lopho,20,rcluster,-55211.35546875,BIC,110563.996352,19,1,-55211.2129,-28669.8670,17,110456.4258,110456.5769,110563.7112,29.6336,2.7512,-55211.224697,0
12,lopho,20,rcluster,-55202.9097900391,AICc,110446.027141,16,4,-55202.7779,-26177.8362,20,110445.5558,110445.7634,110571.7740,29.3645,2.7172,-55202.788984,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-33764.5272,-11262.2807,18,67565.0543,67565.3996,67665.8706,17.9833,9.4981,-33764.915331,2
