,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-24364.8893,-11666.5337,18,48765.7785,48766.1737,48864.1912,26.4214,7.3849,-24364.888509,0
2,lopho,10,rcluster,-24360.2751464844,AIC,48760.550293,7,3,-24360.5527,-10851.5821,20,48761.1053,48761.5912,48870.4528,26.6731,7.5157,-24360.553171,0
3,lopho,10,rcluster,-24364.875,BIC,48856.6953081,9,1,-24364.8376,-11666.5337,17,48763.6751,48764.0285,48856.6204,26.4233,7.3808,-24364.847524,0
4,lopho,10,rcluster,-24360.2751464844,AICc,48761.0361229,7,3,-24360.5527,-10851.5821,20,48761.1053,48761.5912,48870.4528,26.6728,7.5155,-24360.553158,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-15907.7903,-5208.5225,18,31851.5806,31852.2778,31939.9202,14.7598,5.6960,-15909.143409,2
6,myria,10,rcluster,-15769.8718261719,AIC,31583.7436523,8,2,-15769.2713,-4936.8396,22,31582.5427,31583.5785,31690.5133,29.8716,11.5704,-15769.235916,0
7,myria,10,rcluster,-15773.8681640625,BIC,31678.9836784,9,1,-15773.5066,-5208.5225,19,31585.0131,31585.7886,31678.2605,29.4402,11.4797,-15773.505431,2
8,myria,10,rcluster,-15769.8718261719,AICc,31584.7794763,8,2,-15769.2713,-4936.8396,22,31582.5427,31583.5785,31690.5133,29.8716,11.5704,-15769.235916,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-51120.1276,-27277.1613,18,102276.2553,102276.4331,102388.9302,26.0991,7.2895,-51120.470390,4
10,lopho,20,rcluster,-51110.2814941406,AIC,102266.562988,14,5,-51110.7777,-24232.6650,23,102267.5554,102267.8429,102411.5289,26.3527,7.4037,-51110.785541,0
11,lopho,20,rcluster,-51119.5625,BIC,102379.540188,19,1,-51120.1188,-27277.1613,17,102274.2375,102274.3966,102380.6527,26.0849,7.2821,-51120.126220,0
12,lopho,20,rcluster,-51110.2814941406,AICc,102266.850413,14,5,-51110.7782,-24232.6650,23,102267.5565,102267.8439,102411.5300,26.3532,7.4039,-51110.785536,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-32381.5089,-11196.0617,18,64799.0177,64799.3630,64899.8340,17.6690,5.2147,-32382.077009,4
14,myria,20,rcluster,-32083.2358398438,AIC,64222.4716797,16,4,-32081.3731,-9858.8239,28,64218.7462,64219.5702,64375.5715,37.5394,19.2336,-32081.401486,0
15,myria,20,rcluster,-32093.314453125,BIC,64331.046053,19,1,-32091.4794,-11196.0617,19,64220.9588,64221.3427,64327.3760,35.2042,16.2081,-32091.501742,0
16,myria,20,rcluster,-32083.2358398438,AICc,64223.2956269,16,4,-32081.6299,-9858.8239,28,64219.2598,64220.0837,64376.0850,36.0041,19.3753,-32081.639659,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-101423.0730,-58598.2475,18,202882.1461,202882.2339,203007.4668,25.5876,6.8430,-101423.074882,0
18,lopho,40,rcluster,-101409.486328125,AIC,202860.972656,35,4,-101409.3312,-53199.1625,21,202860.6624,202860.7812,203006.8700,25.7173,6.9095,-101409.325070,0
19,lopho,40,rcluster,-101414.713623047,BIC,203008.672517,37,3,-101414.5198,-55874.6368,20,202869.0396,202869.1476,203008.2849,25.6328,6.8618,-101414.504070,0
20,lopho,40,rcluster,-101409.486328125,AICc,202861.091407,35,4,-101409.3335,-53199.1625,21,202860.6671,202860.7858,203006.8746,25.7174,6.9096,-101409.325054,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-64711.0029,-23780.7103,18,129458.0058,129458.1776,129571.2987,25.1427,8.6069,-64711.997845,2
22,myria,40,rcluster,-64091.8990478516,AIC,128275.798096,29,10,-64090.9036,-19371.0806,46,128273.8072,128274.9011,128563.3335,55.2374,29.4192,-64090.926133,4
23,myria,40,rcluster,-64133.8046875,BIC,128425.196318,39,1,-64131.9810,-23780.7103,19,128301.9621,128302.1530,128421.5490,44.2260,19.4898,-64132.492408,2
24,myria,40,rcluster,-64091.8990478516,AICc,128276.891948,30,10,-64090.9107,-19371.0806,46,128273.8213,128274.9152,128563.3476,55.2322,29.8501,-64090.991552,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-203893.5719,-123197.9803,18,407823.1438,407823.1879,407960.8382,25.6974,6.8384,-203893.643088,0
26,lopho,80,rcluster,-203855.144775391,AIC,407768.289551,71,9,-203855.2192,-107837.0747,29,407768.4384,407768.5508,407990.2795,25.9202,6.9540,-203855.274229,2
27,lopho,80,rcluster,-203866.96484375,BIC,407926.923517,75,4,-203866.6632,-112851.6871,20,407773.3265,407773.3807,407926.3203,25.7533,6.8634,-203866.732792,0
28,lopho,80,rcluster,-203855.144775391,AICc,407768.401903,71,9,-203855.2245,-107837.0747,29,407768.4490,407768.5613,407990.2900,25.9202,6.9539,-203855.270983,0
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-129377.0064,-50356.4244,18,258790.0128,258790.0985,258915.7824,23.8965,6.7977,-129377.860886,4
30,myria,80,rcluster,-128141.154052734,AIC,256392.308105,67,13,-128137.5401,-41837.8242,55,256385.0803,256385.8557,256769.3761,48.5183,18.7679,-128137.892774,2
31,myria,80,rcluster,-128198.833984375,BIC,256595.386299,78,2,-128194.5141,-48589.3483,22,256433.0282,256433.1551,256586.7466,42.6871,19.1956,-128195.545416,0
32,myria,80,rcluster,-128144.552001953,AICc,256399.879432,67,13,-128140.3616,-41201.2295,55,256390.7232,256391.4986,256775.0190,55.9185,27.0091,-128141.440261,0
