,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-159405.5622,-47688.6675,122,319055.1244,319060.0728,319876.2292,125.1767,61.7413,-159405.793444,2
2,lopho,10,rcluster,-159405.203125,AIC,319052.40625,9,1,-159405.2154,-47688.6675,121,319052.4308,319057.2979,319866.8052,125.2082,61.8266,-159405.389871,0
3,lopho,10,rcluster,-159405.203125,BIC,319866.780683,9,1,-159405.2154,-47688.6675,121,319052.4308,319057.2979,319866.8052,125.2082,61.8266,-159405.389871,0
4,lopho,10,rcluster,-159405.203125,AICc,319057.273378,9,1,-159405.2154,-47688.6675,121,319052.4308,319057.2979,319866.8052,125.2082,61.8266,-159405.389871,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-65529.2204,-25395.4318,48,131154.4408,131155.7794,131451.0019,73.5165,24.5211,-65529.197813,0
6,myria,10,rcluster,-65527.53515625,AIC,131151.070312,8,2,-65527.3573,-24016.4633,48,131150.7147,131152.0533,131447.2759,73.0677,24.1778,-65527.349607,0
7,myria,10,rcluster,-65529.4609375,BIC,131443.304709,9,1,-65529.3234,-25395.4318,47,131152.6468,131153.9304,131443.0296,73.1876,24.3281,-65529.515928,2
8,myria,10,rcluster,-65527.53515625,AICc,131152.408958,8,2,-65527.3573,-24016.4633,48,131150.7147,131152.0533,131447.2759,73.0677,24.1778,-65527.349607,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-301018.2312,-93076.9945,122,602280.4625,602283.1100,603176.7392,121.1822,58.7659,-301018.285414,6
10,lopho,20,rcluster,-301014.6484375,AIC,602273.296875,18,2,-301014.5030,-88624.2122,122,602273.0060,602275.6535,603169.2827,122.7614,61.8933,-301014.527646,4
11,lopho,20,rcluster,-301017.84375,BIC,603166.617718,19,1,-301017.6295,-93076.9945,121,602277.2590,602279.8632,603166.1892,120.9623,58.5966,-301017.794021,4
12,lopho,20,rcluster,-301014.6484375,AICc,602275.94437,18,2,-301014.5905,-88624.2122,122,602273.1811,602275.8286,603169.4578,122.4677,61.1336,-301014.814606,2
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-134150.0556,-52249.2039,48,268396.1113,268396.7998,268724.2642,72.3755,24.6766,-134150.064064,0
14,myria,20,rcluster,-134143.6875,AIC,268383.375,18,2,-134143.5046,-49440.8790,48,268383.0092,268383.6978,268711.1622,72.5464,24.6167,-134143.496674,0
15,myria,20,rcluster,-134142.596191406,BIC,268718.181827,17,3,-134142.4051,-48729.4689,49,268382.8102,268383.5276,268717.7997,72.3829,24.5798,-134142.410313,0
16,myria,20,rcluster,-134143.6875,AICc,268384.063525,18,2,-134143.5066,-49440.8790,48,268383.0131,268383.7016,268711.1660,72.5646,24.6097,-134143.497608,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-595590.5736,-184812.7247,122,1191425.1472,1191426.5352,1192399.5782,122.6440,59.6356,-595591.838143,0
18,lopho,40,rcluster,-595580.625,AIC,1191419.25,32,7,-595576.2684,-165063.2139,129,1191410.5368,1191412.0885,1192440.8777,122.6037,59.6376,-595577.552280,2
19,lopho,40,rcluster,-595594.4375,BIC,1192397.31883,39,1,-595590.0945,-184812.7247,121,1191422.1889,1191423.5543,1192388.6328,122.5068,59.5431,-595591.152380,0
20,lopho,40,rcluster,-595580.625,AICc,1191420.8017,33,7,-595576.2528,-165063.2139,129,1191410.5056,1191412.0573,1192440.8466,122.6834,59.6783,-595577.554095,2
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-268126.9255,-112550.0940,48,536349.8511,536350.1844,536712.6503,72.9328,25.4409,-268126.902243,2
22,myria,40,rcluster,-268111.370117188,AIC,536334.740234,31,8,-268111.1664,-98707.2504,56,536334.3328,536334.7854,536757.5986,73.1950,25.7647,-268111.160664,0
23,myria,40,rcluster,-268117.687011719,BIC,536703.731586,37,3,-268117.4258,-106762.1309,49,536332.8517,536333.1989,536703.2092,72.8691,25.6130,-268117.367275,0
24,myria,40,rcluster,-268111.370117188,AICc,536335.19284,31,8,-268111.1664,-98707.2504,56,536334.3328,536334.7854,536757.5986,73.1950,25.7647,-268111.160169,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1187784.8035,-385126.8446,122,2375813.6070,2375814.2955,2376873.2231,121.6383,NA,-1187784.092953,4
26,lopho,80,rcluster,-1187737.34375,AIC,2375730.6875,73,7,-1187737.1741,-348089.2150,128,2375730.3482,2375731.1060,2376842.0766,120.8358,58.4084,-1187737.186588,2
27,lopho,80,rcluster,-1187745.3984375,BIC,2376826.46912,75,5,-1187741.8889,-360274.5135,125,2375733.7777,2375734.5004,2376819.4500,123.2430,61.0415,-1187745.450360,4
28,lopho,80,rcluster,-1187738.0625,AICc,2375734.89458,72,8,-1187737.8948,-346018.3233,129,2375733.7896,2375734.5592,2376854.2033,120.8818,58.3597,-1187737.892625,2
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-535843.3755,-233742.5577,48,1071782.7509,1071782.9179,1072178.6464,73.0171,26.4816,-535843.356788,0
30,myria,80,rcluster,-535794.297851562,AIC,1071704.5957,71,9,-535794.0867,-205139.0542,58,1071704.1735,1071704.4165,1072182.5472,73.9960,27.0347,-535794.081659,0
31,myria,80,rcluster,-535811.244140625,BIC,1072134.87936,76,4,-535810.7690,-218846.5281,50,1071721.5379,1071721.7190,1072133.9290,73.1885,26.6223,-535810.779948,0
32,myria,80,rcluster,-535795.713378906,AICc,1071705.66153,70,9,-535795.5394,-205193.3557,57,1071705.0789,1071705.3137,1072175.2047,73.7829,26.9072,-535795.539209,0
