,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-136345.4959,-33848.1056,122,272934.9918,272941.8611,273717.0183,92.6726,57.6271,-136345.419901,0
2,lopho,10,rcluster,-136344.15234375,AIC,272932.304688,8,2,-136343.8999,-31989.9121,122,272931.7998,272938.6691,273713.8263,92.5615,NA,-136343.706639,0
3,lopho,10,rcluster,-136345.53125,BIC,273708.678951,9,1,-136345.5379,-33848.1056,121,272933.0758,272939.8319,273708.6923,92.5168,NA,-136345.090012,4
4,lopho,10,rcluster,-136344.15234375,AICc,272939.173994,8,2,-136343.8999,-31989.9121,122,272931.7998,272938.6691,273713.8263,92.5615,NA,-136343.706639,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-64144.0384,-24781.5309,48,128384.0767,128385.4855,128678.2205,69.9055,33.1384,-64144.214844,2
6,myria,10,rcluster,-64146.8046875,BIC,128675.625143,9,1,-64145.6401,-24781.5309,47,128385.2802,128386.6311,128673.2960,69.0338,33.5494,-64145.630746,0
7,myria,10,rcluster,-64141.2333984375,AICc,128386.056725,7,3,-64140.9214,-22297.4224,51,128383.8428,128385.4327,128696.3705,70.4014,33.8961,-64140.941744,2
8,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-271652.6115,-69032.4643,122,543549.2229,543552.7401,544411.2759,92.5362,57.5410,-271652.572127,0
9,lopho,20,rcluster,-271643.65234375,AIC,543543.304688,14,6,-271643.4948,-59970.6526,128,543542.9896,543546.8625,544447.4386,92.7104,57.6751,-271643.459107,2
10,lopho,20,rcluster,-271652.65625,BIC,544402.299468,19,1,-271652.5803,-69032.4643,121,543547.1606,543550.6201,544402.1475,92.7641,NA,-271652.400178,4
11,lopho,20,rcluster,-271643.65234375,AICc,543547.177562,14,6,-271643.4946,-59970.6526,128,543542.9892,543546.8621,544447.4383,92.7151,57.6785,-271643.459065,2
12,myria,20,noPart,noPart,noPart,noPart,noPart,0,-129728.2932,-53554.2255,48,259552.5863,259553.2681,259881.2113,70.5328,30.6967,-129728.286035,0
13,myria,20,rcluster,-129718.823242188,AIC,259543.646484,15,5,-129718.7058,-46437.5406,53,259543.4117,259544.2418,259906.2684,72.0407,31.2405,-129718.643233,0
14,myria,20,rcluster,-129729.5703125,BIC,259874.919218,19,1,-129729.1193,-53554.2255,47,259552.2385,259552.8924,259874.0171,69.8433,30.3777,-129729.254716,4
15,myria,20,rcluster,-129718.823242188,AICc,259544.476651,15,5,-129718.7063,-46437.5406,53,259543.4126,259544.2428,259906.2693,72.0361,31.2382,-129718.643952,0
16,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-539855.0059,-144572.8290,122,1079954.0119,1079955.7746,1080899.4747,92.5381,57.3496,-539854.985407,2
17,lopho,40,rcluster,-539836.463867188,AIC,1079932.92773,32,8,-539835.8581,-125870.0200,130,1079931.7161,1079933.7175,1080939.1765,92.6408,57.4233,-539835.835015,0
18,lopho,40,rcluster,-539849.2734375,BIC,1080888.00968,38,2,-539848.5821,-141569.4260,122,1079941.1643,1079942.9270,1080886.6271,92.5640,57.2077,-539848.566905,2
19,lopho,40,rcluster,-539836.463867188,AICc,1079934.92914,32,8,-539835.8582,-125870.0200,130,1079931.7163,1079933.7177,1080939.1767,92.6406,57.4232,-539835.839281,2
20,myria,40,noPart,noPart,noPart,noPart,noPart,0,-255691.7039,-110628.8014,48,511479.4079,511479.7528,511840.5661,71.5624,NA,-255691.328650,2
21,myria,40,rcluster,-255670.036132812,AIC,511452.072266,32,8,-255669.9069,-95361.3611,56,511451.8138,511452.2822,511873.1650,72.5693,32.6765,-255669.871556,0
22,myria,40,rcluster,-255680.608398438,BIC,511827.899103,37,3,-255680.2735,-105102.7500,49,511458.5470,511458.9063,511827.2293,71.4944,NA,-255680.142949,4
23,myria,40,rcluster,-255670.036132812,AICc,511452.540679,32,8,-255669.8797,-95361.3611,56,511451.7594,511452.2278,511873.1106,72.4569,32.7353,-255669.871479,0
24,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1074847.2305,-300584.4978,122,2149938.4611,2149939.3497,2150967.0531,93.0116,57.5498,-1074847.187067,0
25,lopho,80,rcluster,-1074804.421875,AIC,2149868.84375,72,8,-1074804.4196,-266943.8994,130,2149868.8391,2149869.8478,2150964.8797,93.1617,57.6560,-1074804.369356,0
26,lopho,80,rcluster,-1074816.70703125,BIC,2150926.8682,76,4,-1074816.6202,-280866.5143,124,2149881.2404,2149882.1583,2150926.6946,92.9949,57.5375,-1074816.569679,0
27,lopho,80,rcluster,-1074804.421875,AICc,2149869.85246,72,8,-1074804.4198,-266943.8994,130,2149868.8397,2149869.8484,2150964.8803,93.1616,57.6559,-1074804.370496,0
28,myria,80,noPart,noPart,noPart,noPart,noPart,0,-523342.7304,-242172.2787,48,1046781.4608,1046781.6254,1047178.0452,71.6172,33.1370,-523342.716539,0
29,myria,80,rcluster,-523288.284667969,AIC,1046698.56934,69,11,-523288.0834,-206816.8673,61,1046698.1667,1046698.4315,1047202.1594,72.5300,33.5943,-523288.059170,0
30,myria,80,rcluster,-523311.390625,BIC,1047125.62785,77,3,-523311.0243,-228682.6212,49,1046720.0487,1046720.2201,1047124.8953,71.7563,33.1673,-523310.999945,0
31,myria,80,rcluster,-523288.284667969,AICc,1046698.83412,69,11,-523288.0918,-206816.8673,61,1046698.1837,1046698.4484,1047202.1764,72.5678,33.5824,-523288.160067,2
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
