,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-155403.7446,-46213.2281,122,311051.4892,311056.7416,311865.4698,144.7697,NA,-155403.544160,2
2,lopho,10,rcluster,-155407.61328125,AIC,311061.226562,7,3,-155404.7107,-41854.8730,123,311055.4213,311060.7607,311876.0739,143.9715,78.3380,-155404.761906,2
3,lopho,10,rcluster,-155411.140625,BIC,311871.589892,9,1,-155403.5420,-46213.2281,121,311049.0839,311054.2500,311856.3926,145.0256,78.4331,-155403.444203,0
4,lopho,10,rcluster,-155407.61328125,AICc,311066.565964,7,3,-155399.0856,-41854.8730,123,311044.1711,311049.5105,311864.8237,144.1307,NA,-155398.957945,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-61225.9093,-20110.9416,48,122547.8185,122549.5467,122832.3128,57.1743,23.5758,-61226.627802,2
6,myria,10,rcluster,-61226.09375,AIC,122548.1875,8,2,-61223.5039,-18664.7705,48,122543.0077,122544.7358,122827.5020,56.8518,NA,-61223.271706,0
7,myria,10,rcluster,-61228.63671875,BIC,122829.840724,9,1,-61225.8103,-20110.9416,47,122545.6205,122547.2775,122824.1878,56.7867,23.5114,-61225.778247,0
8,myria,10,rcluster,-61226.09375,AICc,122549.915641,8,2,-61223.5040,-18664.7705,48,122543.0080,122544.7362,122827.5023,56.8518,NA,-61223.271704,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-312277.2193,-97176.6864,122,624798.4386,624801.0356,625697.0354,142.4388,NA,-312276.934392,4
10,lopho,20,rcluster,-312271.48828125,AIC,624788.976562,17,3,-312269.5751,-90191.9822,123,624785.1503,624787.7902,625691.1126,142.6747,73.8392,-312269.492294,0
11,lopho,20,rcluster,-312273.453125,BIC,625689.503062,18,2,-312271.6544,-93326.2370,122,624787.3087,624789.9058,625685.9055,142.5287,73.6838,-312271.976699,2
12,lopho,20,rcluster,-312271.48828125,AICc,624791.616459,17,3,-312269.9690,-90191.9822,123,624785.9381,624788.5780,625691.9004,142.8501,73.7298,-312269.948474,2
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-122722.7716,-42726.7854,48,245541.5432,245542.4119,245858.6282,56.4225,24.7776,-122723.779256,4
14,myria,20,rcluster,-122719.23828125,AIC,245534.476562,18,2,-122718.9697,-40009.1677,48,245533.9395,245534.8082,245851.0244,59.6012,23.8448,-122719.449063,16
15,myria,20,rcluster,-122719.3046875,BIC,245851.694322,18,2,-122719.4333,-40262.0111,48,245534.8667,245535.7354,245851.9516,59.6414,23.3042,-122720.033677,10
16,myria,20,rcluster,-122719.23828125,AICc,245535.345261,18,2,-122719.0266,-40009.1677,48,245534.0532,245534.9219,245851.1381,56.6814,26.1007,-122719.784469,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-614876.3045,-208161.4347,122,1229996.6090,1229997.8615,1230983.5091,141.2986,73.2610,-614876.906119,6
18,lopho,40,rcluster,-614858.9140625,AIC,1229971.82812,34,6,-614858.8035,-185607.5368,127,1229971.6071,1229972.9642,1230998.9538,140.1151,73.1566,-614858.921782,2
19,lopho,40,rcluster,-614865.09375,BIC,1230961.08753,38,2,-614864.8264,-199331.9960,122,1229973.6529,1229974.9054,1230960.5529,141.1600,NA,-614864.490400,2
20,lopho,40,rcluster,-614858.9140625,AICc,1229973.18522,34,6,-614858.3414,-185607.5368,127,1229970.6829,1229972.0400,1230998.0296,141.4831,73.2872,-614858.325591,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-240632.7678,-89605.5930,48,481361.5356,481361.9720,481711.4459,58.1274,29.1346,-240633.044641,2
22,myria,40,rcluster,-240619.57421875,AIC,481339.148438,36,4,-240619.3240,-82054.5788,50,481338.6479,481339.1212,481703.1378,58.2516,NA,-240619.201041,0
23,myria,40,rcluster,-240620.826171875,BIC,481696.85246,37,3,-240620.9642,-83948.6243,49,481339.9284,481340.3831,481697.1285,58.5719,29.5657,-240620.941486,2
24,myria,40,rcluster,-240619.57421875,AICc,481339.621711,36,4,-240619.3616,-82054.5788,50,481338.7233,481339.1965,481703.2132,58.3818,NA,-240619.201350,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1232058.0027,-432270.4327,122,2464360.0053,2464360.6286,2465431.7426,140.7610,73.4217,-1232057.993684,0
26,lopho,80,rcluster,-1232010.57324219,AIC,2464289.14648,70,10,-1232010.4529,-378253.2082,134,2464288.9059,2464289.6574,2465466.0599,141.1457,NA,-1232010.349744,0
27,lopho,80,rcluster,-1232033.875,BIC,2465383.48721,78,2,-1232033.4861,-416403.6452,122,2464310.9721,2464311.5954,2465382.7093,140.6045,73.3012,-1232033.480089,0
28,lopho,80,rcluster,-1232010.57324219,AICc,2464289.898,70,10,-1232010.3598,-378253.2082,134,2464288.7196,2464289.4712,2465465.8736,141.1588,73.6954,-1232010.348547,0
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-483735.4994,-193315.7401,48,967566.9987,967567.2102,967951.5825,55.7690,23.9912,-483735.865131,4
30,myria,80,rcluster,-483693.72265625,AIC,967493.445312,74,6,-483693.6158,-173105.9444,53,967493.2316,967493.4890,967917.8762,56.0618,24.4816,-483693.749907,2
31,myria,80,rcluster,-483702.169921875,BIC,967894.93581,77,3,-483702.0547,-182340.9239,49,967502.1094,967502.3296,967894.7053,55.9317,24.3543,-483702.085418,2
32,myria,80,rcluster,-483693.72265625,AICc,967493.702663,74,6,-483693.5968,-173105.9444,53,967493.1935,967493.4509,967917.8381,56.0432,24.4432,-483693.747458,2
