,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-135656.2470,-38126.7156,122,271556.4939,271562.8256,272348.2020,109.1406,NA,-135656.130946,0
2,lopho,10,rcluster,-135652.8125,AIC,271549.625,8,2,-135650.4749,-35576.0201,122,271544.9497,271551.2814,272336.6578,109.1233,65.1075,-135650.411879,0
3,lopho,10,rcluster,-135652.8125,BIC,272341.333119,8,2,-135650.5240,-35576.0201,122,271545.0480,271551.3797,272336.7561,109.1204,NA,-135650.411954,0
4,lopho,10,rcluster,-135652.8125,AICc,271555.956646,8,2,-135650.5240,-35576.0201,122,271545.0480,271551.3797,272336.7561,109.1204,NA,-135650.411954,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-47768.0344,-17637.6961,48,95632.0687,95634.0157,95910.9462,34.6940,21.6835,-47768.080422,2
6,myria,10,rcluster,-47764.451171875,AIC,95624.9023438,8,2,-47764.5230,-16353.3878,48,95625.0460,95626.9930,95903.9235,34.9178,21.8182,-47764.471088,0
7,myria,10,rcluster,-47767.79296875,BIC,95902.6534506,9,1,-47767.8137,-17637.6961,47,95629.6273,95631.4941,95902.6948,34.6170,21.6096,-47767.911464,2
8,myria,10,rcluster,-47764.451171875,AICc,95626.8493636,8,2,-47764.5230,-16353.3878,48,95625.0460,95626.9930,95903.9235,34.9178,21.8182,-47764.471088,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-275122.9921,-81677.2453,122,550489.9842,550493.0814,551367.3427,113.5807,69.7514,-275124.394916,16
10,lopho,20,rcluster,-275107.40234375,AIC,550462.804688,17,3,-275107.5412,-74726.6125,124,550463.0824,550466.2822,551354.8238,113.1458,69.7519,-275108.410706,4
11,lopho,20,rcluster,-275110.609375,BIC,551342.577275,18,2,-275110.6225,-77241.1527,122,550465.2449,550468.3422,551342.6035,112.8386,69.5504,-275110.952762,4
12,lopho,20,rcluster,-275107.40234375,AICc,550466.004522,17,3,-275107.3665,-74726.6125,124,550462.7331,550465.9329,551354.4745,113.0140,NA,-275107.248244,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-97262.9405,-36407.5897,48,194621.8810,194622.8855,194932.0620,34.4959,22.0555,-97262.926947,4
14,myria,20,rcluster,-97249.8154296875,AIC,194603.630859,14,5,-97249.8781,-31441.2680,52,194603.7561,194604.9342,194939.7855,34.8288,NA,-97249.767773,0
15,myria,20,rcluster,-97256.44140625,BIC,194919.063767,18,2,-97256.3514,-34324.3262,48,194608.7027,194609.7072,194918.8837,34.5128,22.0264,-97256.328424,2
16,myria,20,rcluster,-97249.8154296875,AICc,194604.808889,14,5,-97249.8568,-31441.2680,52,194603.7136,194604.8917,194939.7430,34.7852,22.2442,-97249.860131,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-541846.0886,-169764.6590,122,1083936.1772,1083937.7280,1084897.1637,112.9037,NA,-541845.914722,0
18,lopho,40,rcluster,-541820.40625,AIC,1083894.8125,34,6,-541820.4569,-147727.7000,127,1083894.9138,1083896.5942,1084895.2850,112.6757,NA,-541820.325945,0
19,lopho,40,rcluster,-541825.4453125,BIC,1084865.75403,37,3,-541824.5289,-157056.5875,123,1083895.0579,1083896.6341,1084863.9213,115.5010,70.5358,-541825.235395,6
20,lopho,40,rcluster,-541820.40625,AICc,1083896.49288,34,6,-541820.1192,-147727.7000,127,1083894.2384,1083895.9187,1084894.6095,115.5900,70.8078,-541820.061856,2
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-196029.6130,-76121.2542,48,392155.2260,392155.7330,392497.9781,34.2577,NA,-196029.356759,2
22,myria,40,rcluster,-196000.840332031,AIC,392107.680664,34,6,-196000.8756,-65389.1664,53,392107.7513,392108.3686,392486.2067,34.3658,NA,-196000.762631,0
23,myria,40,rcluster,-196014.05078125,BIC,392466.85366,38,2,-196013.9202,-72133.9247,48,392123.8405,392124.3475,392466.5926,34.1486,NA,-196013.809792,0
24,myria,40,rcluster,-196000.840332031,AICc,392108.29794,34,6,-196000.8757,-65389.1664,53,392107.7514,392108.3687,392486.2068,34.3658,21.6333,-196000.993306,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1063434.9307,-345869.7201,122,2127113.8614,2127114.6469,2128157.4416,111.9428,NA,-1063434.679566,2
26,lopho,80,rcluster,-1063379.5078125,AIC,2127019.01562,71,8,-1063379.5039,-302197.0011,130,2127019.0077,2127019.8994,2128131.0194,112.1337,67.2710,-1063379.443559,2
27,lopho,80,rcluster,-1063390.2890625,BIC,2128089.26619,76,4,-1063390.1829,-319419.9111,124,2127028.3658,2127029.1773,2128089.0539,111.8533,67.0876,-1063390.142444,2
28,lopho,80,rcluster,-1063379.5078125,AICc,2127019.90732,71,8,-1063379.5033,-302197.0011,130,2127019.0066,2127019.8983,2128131.0183,112.1340,67.2714,-1063379.443301,2
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-379278.6599,-152233.3345,48,758653.3199,758653.5864,759026.8124,33.9162,21.3641,-379278.575280,0
30,myria,80,rcluster,-379226.671386719,AIC,758559.342773,74,6,-379226.5596,-133129.6504,53,758559.1192,758559.4437,758971.5172,34.0645,21.4751,-379226.547329,0
31,myria,80,rcluster,-379239.671875,BIC,758958.617351,77,3,-379239.4214,-139104.1378,49,758576.8427,758577.1204,758958.1163,33.9299,NA,-379239.315781,0
32,myria,80,rcluster,-379226.671386719,AICc,758559.667226,74,6,-379226.6528,-133129.6504,53,758559.3056,758559.6301,758971.7036,34.0744,NA,-379226.547035,0
