,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-149512.1778,-38668.7523,122,299268.3557,299274.5145,300063.3556,116.4614,58.8156,-149512.174552,0
2,lopho,10,rcluster,-149507.150390625,AIC,299268.300781,4,6,-149507.3450,-32413.8363,127,299268.6900,299275.3687,300096.2719,117.8916,63.4794,-149507.413461,2
3,lopho,10,rcluster,-149513.703125,BIC,300057.889787,9,1,-149513.8831,-38668.7523,121,299269.7662,299275.8237,300058.2498,117.4143,59.3833,-149513.884000,2
4,lopho,10,rcluster,-149510.49609375,AICc,299271.151022,8,2,-149510.3507,-36267.4470,122,299264.7015,299270.8603,300059.7014,117.5299,60.0828,-149510.732354,6
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-61234.3277,-19513.1384,48,122564.6555,122566.4585,122847.1513,33.0825,17.5153,-61234.300751,2
6,myria,10,rcluster,-61231.4213867188,AIC,122560.842773,7,3,-61231.3888,-17875.7188,49,122560.7777,122562.6565,122849.1588,33.0178,17.4552,-61231.385142,4
7,myria,10,rcluster,-61234.25390625,BIC,122839.118287,9,1,-61234.0653,-19513.1384,47,122562.1306,122563.8594,122838.7411,33.0460,17.6449,-61234.233102,10
8,myria,10,rcluster,-61231.4213867188,AICc,122562.721608,7,3,-61231.3888,-17875.7188,49,122560.7777,122562.6565,122849.1588,33.0179,17.4552,-61231.385151,4
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-297247.5691,-79865.1030,122,594739.1381,594742.2280,595616.7823,114.9773,56.1864,-297247.572396,2
10,lopho,20,rcluster,-297244.236328125,AIC,594734.472656,17,3,-297242.6295,-74818.0602,123,594731.2591,594734.3999,595616.0970,115.0228,56.1604,-297242.530667,6
11,lopho,20,rcluster,-297248.90625,BIC,595610.262833,19,1,-297247.3837,-79865.1030,121,594736.7674,594739.8067,595607.2177,114.9660,56.0800,-297247.309993,2
12,lopho,20,rcluster,-297244.236328125,AICc,594737.613513,17,3,-297242.6114,-74818.0602,123,594731.2228,594734.3637,595616.0608,114.9488,56.0708,-297242.531047,6
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-112987.3678,-37967.4234,48,226070.7356,226071.7075,226382.4833,35.5663,20.4336,-112988.058126,4
14,myria,20,rcluster,-112981.743896484,AIC,226063.487793,16,4,-112982.3200,-34666.6310,50,226064.6401,226065.6942,226389.3772,36.2139,NA,-112982.186782,0
15,myria,20,rcluster,-112987.34375,BIC,226373.940424,19,1,-112987.6650,-37967.4234,47,226069.3299,226070.2620,226374.5829,35.9043,20.3750,-112987.764934,0
16,myria,20,rcluster,-112981.743896484,AICc,226064.541948,16,4,-112982.3153,-34666.6310,50,226064.6306,226065.6848,226389.3678,36.2091,NA,-112982.187363,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-585289.9784,-167518.6754,122,1170823.9568,1170825.4855,1171786.6786,116.7966,57.5931,-585290.190254,0
18,lopho,40,rcluster,-585262.765625,AIC,1170783.53125,33,7,-585263.2237,-145227.7388,129,1170784.4473,1170786.1564,1171802.4072,117.1056,NA,-585262.969787,0
19,lopho,40,rcluster,-585271.1015625,BIC,1171758.81604,37,3,-585270.9173,-156828.6829,123,1170787.8347,1170789.3885,1171758.4476,116.7443,57.6200,-585271.258251,0
20,myria,40,noPart,noPart,noPart,noPart,noPart,0,-226072.2504,-82662.1011,48,452240.5008,452240.9731,452586.6451,38.0513,22.7369,-226073.753580,4
21,myria,40,rcluster,-226059.99609375,AIC,452221.992188,34,5,-226058.7528,-72352.5910,51,452219.5057,452220.0383,452587.2840,38.0437,22.6732,-226059.340006,6
22,myria,40,rcluster,-226061.05859375,BIC,452582.684181,36,4,-226059.9503,-75469.7521,50,452219.9007,452220.4128,452580.4677,37.8848,22.5087,-226060.404788,2
23,myria,40,rcluster,-226061.3203125,AICc,452223.152725,35,4,-226060.1819,-74942.2883,50,452220.3637,452220.8758,452580.9307,37.8791,22.5030,-226060.686369,2
24,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1175826.9577,-357052.9022,122,2351897.9154,2351898.6609,2352947.8584,117.4979,NA,-1175826.640739,4
25,myria,80,noPart,noPart,noPart,noPart,noPart,0,-451367.9447,-177611.5956,48,902831.8894,902832.1212,903212.0659,37.5694,22.4980,-451368.997592,2
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
