,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-139697.1202,-36925.6930,122,279638.2405,279644.6781,280427.9759,120.3012,77.4873,-139697.903402,8
2,lopho,10,rcluster,-139694.965820312,AIC,279637.931641,7,3,-139693.8979,-33447.8508,124,279635.7959,279642.4483,280438.4778,124.8174,NA,-139693.288293,8
3,lopho,10,rcluster,-139698.15625,BIC,280421.574698,9,1,-139696.7809,-36925.6930,121,279635.5619,279641.8934,280418.8241,120.2113,77.5942,-139696.909055,6
4,lopho,10,rcluster,-139694.965820312,AICc,279644.584001,7,3,-139693.2030,-33447.8508,124,279634.4061,279641.0584,280437.0880,122.2314,78.6060,-139693.287671,6
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-61748.4816,-21549.5560,48,123592.9631,123594.6091,123879.7572,47.1844,26.2507,-61748.499679,2
6,myria,10,rcluster,-61748.15234375,AIC,123592.304688,8,2,-61747.3685,-19962.3639,48,123590.7370,123592.3829,123877.5311,47.4782,26.5246,-61747.499119,8
7,myria,10,rcluster,-61749.15625,BIC,123873.131714,9,1,-61748.2850,-21549.5560,47,123590.5700,123592.1482,123871.3892,47.3689,26.4524,-61748.496799,8
8,myria,10,rcluster,-61749.15625,AICc,123593.890674,9,1,-61748.2850,-21549.5560,47,123590.5700,123592.1482,123871.3892,47.3689,26.4524,-61748.496799,8
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-276024.2459,-81685.9086,122,552292.4917,552295.5383,553171.8356,115.2114,65.7820,-276025.620646,10
10,lopho,20,rcluster,-276017.703125,AIC,552287.40625,15,5,-276019.1060,-71637.1393,126,552290.2119,552293.4620,553198.3868,116.7702,NA,-276017.925497,4
11,lopho,20,rcluster,-276023.78125,BIC,553161.698675,19,1,-276023.4770,-81685.9086,121,552288.9540,552291.9508,553161.0902,115.5889,66.2979,-276023.412292,0
12,lopho,20,rcluster,-276017.703125,AICc,552290.656377,15,5,-276018.1223,-71637.1393,126,552288.2447,552291.4948,553196.4196,118.1179,68.7761,-276019.249873,12
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-124670.5176,-46207.5731,48,249437.0351,249437.8509,249757.1085,46.3034,26.1931,-124670.535802,0
14,myria,20,rcluster,-124665.198242188,AIC,249428.396484,17,3,-124664.4604,-42033.1643,49,249426.9209,249427.7708,249753.6625,46.1839,NA,-124664.306177,2
15,myria,20,rcluster,-124671.1796875,BIC,249749.76459,19,1,-124670.5264,-46207.5731,47,249435.0528,249435.8352,249748.4581,46.2157,NA,-124670.366990,0
16,myria,20,rcluster,-124665.198242188,AICc,249429.246441,17,3,-124664.3461,-42033.1643,49,249426.6922,249427.5422,249753.4338,46.1817,25.9158,-124664.306274,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-561805.3317,-176039.4587,122,1123854.6634,1123856.1479,1124820.9515,115.0006,NA,-561805.153495,2
18,lopho,40,rcluster,-561794.08203125,AIC,1123840.16406,35,5,-561794.0023,-157167.8624,126,1123840.0047,1123841.5879,1124837.9743,114.6465,NA,-561793.838937,2
19,lopho,40,rcluster,-561798.96875,BIC,1124808.22555,38,2,-561798.7997,-168926.4330,122,1123841.5993,1123843.0837,1124807.8874,114.5613,NA,-561798.689833,4
20,lopho,40,rcluster,-561794.08203125,AICc,1123841.74732,35,5,-561794.0111,-157167.8624,126,1123840.0221,1123841.6054,1124837.9917,114.5774,NA,-561793.841844,2
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-238463.5713,-92626.7084,48,477023.1427,477023.5686,477374.2223,47.0949,26.4046,-238463.583197,2
22,myria,40,rcluster,-238442.962402344,AIC,476993.924805,34,6,-238441.4605,-80540.7831,54,476990.9209,476991.4590,477385.8856,47.2232,26.4639,-238441.432795,0
23,myria,40,rcluster,-238452.1484375,BIC,477351.376541,38,2,-238450.7028,-87401.5502,48,476997.4056,476997.8315,477348.4852,47.0679,26.3674,-238450.686421,0
24,myria,40,rcluster,-238442.962402344,AICc,476994.462897,34,6,-238441.4579,-80540.7831,54,476990.9158,476991.4539,477385.8804,47.2232,26.4636,-238441.564322,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1129804.2975,-367782.8703,122,2259852.5949,2259853.3326,2260903.8242,113.3466,NA,-1129804.047071,0
26,lopho,80,rcluster,-1129774.05273438,AIC,2259808.10547,72,8,-1129774.7192,-323457.7599,130,2259809.4384,2259810.2757,2260929.6007,113.5894,64.0568,-1129774.681362,0
27,lopho,80,rcluster,-1129789.42773438,BIC,2260884.70138,77,3,-1129790.0731,-356491.9459,123,2259826.1461,2259826.8959,2260885.9920,113.3242,NA,-1129789.543953,6
28,lopho,80,rcluster,-1129774.05273438,AICc,2259808.9428,72,8,-1129774.7991,-323457.7599,130,2259809.5982,2259810.4356,2260929.7606,113.5307,NA,-1129774.222821,6
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-474124.2454,-188548.3283,48,948344.4908,948344.7096,948727.4388,47.5910,26.8807,-474124.501836,2
30,myria,80,rcluster,-474084.32421875,AIC,948284.648438,71,9,-474081.8907,-159237.9072,58,948279.7815,948280.0999,948742.5104,47.7560,26.8426,-474082.005869,0
31,myria,80,rcluster,-474103.046875,BIC,948685.041815,78,2,-474100.3852,-179252.7599,48,948296.7703,948296.9891,948679.7184,47.5886,26.7704,-474100.695683,0
32,myria,80,rcluster,-474086.240234375,AICc,948286.788132,70,8,-474083.7872,-162256.7320,57,948281.5743,948281.8820,948736.3251,47.7297,26.8805,-474083.899683,2
