,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-154308.1079,-45380.3392,122,308860.2158,308865.5885,309671.4913,130.1011,78.6941,-154308.620942,16
2,lopho,10,rcluster,-154327.9765625,AIC,308899.953125,8,2,-154300.8278,-42405.0288,122,308845.6555,308851.0282,309656.9310,128.8744,79.9826,-154301.124041,8
3,lopho,10,rcluster,-154327.9765625,BIC,309711.228622,8,2,-154300.5890,-42405.0288,122,308845.1780,308850.5507,309656.4535,128.3876,78.7047,-154301.054576,2
4,lopho,10,rcluster,-154327.9765625,AICc,308905.325843,8,2,-154302.8223,-42405.0288,122,308849.6446,308855.0174,309660.9201,128.6575,78.2773,-154302.741643,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-65786.5880,-25767.5892,48,131669.1760,131670.5455,131964.6610,81.4989,45.2092,-65786.965905,6
6,myria,10,rcluster,-65781.6826171875,AIC,131661.365234,7,3,-65780.8124,-23336.0257,49,131659.6247,131661.0516,131961.2656,78.5651,43.0097,-65780.806396,2
7,myria,10,rcluster,-65786.6875,BIC,131956.704008,9,1,-65786.3811,-25767.5892,47,131666.7623,131668.0755,131956.0913,79.2324,42.3107,-65786.531411,4
8,myria,10,rcluster,-65781.6826171875,AICc,131662.792142,7,3,-65780.6841,-23336.0257,49,131659.3683,131660.7952,131961.0092,78.4220,43.8688,-65780.700025,6
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-301851.2590,-96293.6061,122,603946.5180,603949.1590,604843.0925,131.7324,NA,-301851.041717,0
10,lopho,20,rcluster,-301843.537109375,AIC,603933.074219,17,3,-301842.5173,-89843.9759,123,603931.0346,603933.7191,604834.9581,131.4784,82.8472,-301843.618784,4
11,lopho,20,rcluster,-301843.0234375,BIC,604835.970338,17,3,-301841.9052,-89054.0242,123,603929.8104,603932.4949,604833.7339,131.4020,82.9621,-301842.146664,4
12,lopho,20,rcluster,-301843.537109375,AICc,603935.758721,17,3,-301842.4189,-89843.9759,123,603930.8379,603933.5224,604834.7613,131.3860,82.7970,-301843.619085,6
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-136113.1201,-58085.8411,48,272322.2402,272322.8813,272653.7926,80.9730,44.3513,-136113.616908,2
14,myria,20,rcluster,-136100.256835938,AIC,272302.513672,16,4,-136099.4470,-52557.7365,51,272300.8940,272301.6172,272653.1684,79.4021,45.8797,-136100.634156,4
15,myria,20,rcluster,-136104.190429688,BIC,272653.747939,17,3,-136102.7811,-55370.6770,50,272305.5622,272306.2575,272650.9293,81.6936,46.2548,-136104.744240,4
16,myria,20,rcluster,-136100.256835938,AICc,272303.236879,16,4,-136099.4676,-52557.7365,51,272300.9351,272301.6583,272653.2095,79.7263,45.7369,-136100.281382,2
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-595503.0125,-200818.1471,122,1191250.0250,1191251.3479,1192230.2840,128.3951,77.8778,-595502.958313,0
18,lopho,40,rcluster,-595480.609375,AIC,1191215.21875,34,6,-595480.7154,-175910.1668,127,1191215.4308,1191216.8643,1192235.8644,128.5708,78.0298,-595480.656635,0
19,lopho,40,rcluster,-595485.2421875,BIC,1192204.77836,37,3,-595485.2174,-186542.8843,123,1191216.4347,1191217.7794,1192204.7287,128.2790,77.7808,-595487.145136,2
20,lopho,40,rcluster,-595480.609375,AICc,1191216.6522,34,6,-595478.1905,-175910.1668,127,1191210.3811,1191211.8145,1192230.8147,130.5199,82.1213,-595478.433488,8
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-257028.3594,-113601.6120,48,514152.7188,514153.0590,514514.5388,78.7100,42.9681,-257030.041448,0
22,myria,40,rcluster,-257037.328613281,AIC,514182.657227,34,6,-257001.2547,-99568.0156,54,514110.5095,514110.9392,514517.5569,79.0153,42.9620,-257003.319474,2
23,myria,40,rcluster,-257042.234863281,BIC,514570.903443,36,4,-257007.3024,-105182.3227,51,514116.6048,514116.9885,514501.0385,78.4275,43.8706,-257009.390806,6
24,myria,40,rcluster,-257037.375488281,AICc,514183.180757,34,6,-257001.5318,-99621.6239,54,514111.0635,514111.4933,514518.1110,79.6878,43.9789,-257003.323061,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1172066.4151,-408229.0159,122,2344376.8302,2344377.5034,2345439.1731,130.2644,80.2653,-1172066.416113,2
26,lopho,80,rcluster,-1172019.23632812,AIC,2344298.47266,72,8,-1172019.1182,-357807.2322,130,2344298.2365,2344299.0007,2345430.2412,129.8674,79.8964,-1172019.078291,6
27,lopho,80,rcluster,-1172031.82226562,BIC,2345391.4029,75,4,-1172031.3902,-382131.4743,124,2344310.7805,2344311.4759,2345390.5388,130.2282,80.2599,-1172031.325529,0
28,lopho,80,rcluster,-1172019.23632812,AICc,2344299.23686,72,8,-1172019.1052,-357807.2322,130,2344298.2104,2344298.9746,2345430.2151,130.5802,80.5613,-1172019.054507,0
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-520808.5529,-239267.7022,48,1041713.1058,1041713.2750,1042108.3764,73.5220,38.3188,-520808.688931,2
30,myria,80,rcluster,-520750.997558594,AIC,1041619.99512,69,10,-520750.7245,-207350.9354,59,1041619.4491,1041619.7038,1042105.3025,73.7578,38.9331,-520750.830730,2
31,myria,80,rcluster,-520763.625,BIC,1042059.45979,75,5,-520763.0846,-217621.4925,52,1041630.1691,1041630.3674,1042058.3789,73.7253,38.1833,-520763.168133,0
32,myria,80,rcluster,-520750.997558594,AICc,1041620.24983,69,10,-520750.8255,-207350.9354,59,1041619.6510,1041619.9057,1042105.5044,74.6314,38.6033,-520750.825118,2
