,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-142770.6023,-35945.0443,122,285785.2046,285791.8488,286571.1859,119.7069,64.4178,-142770.743654,12
2,lopho,10,rcluster,-142789.766601562,AIC,285823.533203,8,2,-142768.9470,-34660.3916,122,285781.8939,285788.5382,286567.8752,118.8605,63.4420,-142769.001697,2
3,lopho,10,rcluster,-142790.9375,BIC,286603.413827,9,1,-142770.2938,-35945.0443,121,285782.5875,285789.1223,286562.1263,119.0344,63.6023,-142770.196222,0
4,lopho,10,rcluster,-142789.766601562,AICc,285830.177436,8,2,-142768.9470,-34660.3916,122,285781.8939,285788.5382,286567.8752,118.8605,63.4420,-142769.001697,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-47339.8462,-14388.4496,48,94775.6925,94778.0634,95045.3213,30.3926,17.4628,-47339.937408,2
6,myria,10,rcluster,-47336.1743164062,AIC,94768.3486328,8,2,-47336.1811,-13605.3779,48,94768.3622,94770.7332,95037.9911,30.4399,17.4923,-47336.231574,2
7,myria,10,rcluster,-47339.72265625,BIC,95037.4568997,9,1,-47339.6952,-14388.4496,47,94773.3904,94775.6635,95037.4020,30.3532,17.4597,-47339.819030,2
8,myria,10,rcluster,-47336.1743164062,AICc,94770.7196006,8,2,-47336.1811,-13605.3779,48,94768.3622,94770.7332,95037.9911,30.4399,17.4923,-47336.231574,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-299100.1601,-82481.7355,122,598444.3201,598447.3514,599324.2741,119.4117,NA,-299100.014152,12
10,lopho,20,rcluster,-299095.16015625,AIC,598436.320312,17,3,-299095.1601,-76060.7793,123,598436.3202,598439.4014,599323.4869,119.2278,62.3365,-299095.064938,6
11,lopho,20,rcluster,-299099.65625,BIC,599314.053737,19,1,-299099.7555,-82481.7355,121,598441.5109,598444.4925,599314.2521,119.0606,NA,-299099.643572,0
12,lopho,20,rcluster,-299095.16015625,AICc,598439.401525,17,3,-299095.4366,-76060.7793,123,598436.8732,598439.9544,599324.0399,119.7789,NA,-299095.063558,4
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-98327.0203,-31411.6020,48,196750.0407,196751.2082,197053.0821,31.6702,19.3101,-98327.141952,0
14,myria,20,rcluster,-98320.3559570312,AIC,196738.711914,17,3,-98319.0532,-29022.9763,49,196736.1065,196737.3230,197045.4612,31.5003,19.0162,-98319.167712,0
15,myria,20,rcluster,-98323.7358398438,BIC,197046.513053,18,2,-98322.4867,-30420.3260,48,196740.9733,196742.1408,197044.0147,31.6654,19.2906,-98322.711013,2
16,myria,20,rcluster,-98320.3559570312,AICc,196739.928399,17,3,-98319.0596,-29022.9763,49,196736.1191,196737.3356,197045.4739,31.5231,19.0722,-98319.167513,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-608307.9356,-180128.3686,122,1216859.8713,1216861.3223,1217828.9227,117.6295,61.0464,-608307.922913,0
18,lopho,40,rcluster,-608293.5078125,AIC,1216841.01562,34,6,-608293.5035,-158832.8676,127,1216841.0071,1216842.5793,1217849.7737,117.7784,61.1463,-608293.471820,0
19,lopho,40,rcluster,-608307.125,BIC,1217817.35841,39,1,-608307.0629,-180128.3686,121,1216856.1258,1216857.5531,1217817.2342,117.4688,61.0129,-608307.038943,0
20,lopho,40,rcluster,-608293.5078125,AICc,1216842.58785,34,6,-608293.5033,-158832.8676,127,1216841.0065,1216842.5787,1217849.7732,117.7788,61.1467,-608293.472005,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-196904.7285,-69056.7411,48,393905.4569,393906.0206,394243.1557,33.3697,20.7304,-196905.805556,0
22,myria,40,rcluster,-196891.503417969,AIC,393885.006836,35,5,-196889.5568,-61313.1049,51,393881.1136,393881.7493,394239.9185,33.3870,20.7022,-196890.150664,0
23,myria,40,rcluster,-196893.019042969,BIC,394237.807664,35,4,-196890.6058,-63850.9591,50,393881.2116,393881.8228,394232.9812,33.3452,20.7029,-196891.645661,0
24,myria,40,rcluster,-196891.503417969,AICc,393885.642578,35,5,-196889.4832,-61313.1049,51,393880.9663,393881.6021,394239.7713,33.3870,20.7121,-196890.150665,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1190017.1580,-366219.4679,122,2380278.3160,2380279.0552,2381329.2909,116.4788,59.8924,-1190017.140367,0
26,lopho,80,rcluster,-1189975.21777344,AIC,2380210.43555,72,8,-1189975.1454,-324166.5416,130,2380210.2909,2380211.1300,2381330.1822,116.6350,60.0108,-1189975.121549,0
27,lopho,80,rcluster,-1189984.34375,BIC,2381284.89149,75,4,-1189984.2607,-342592.2859,124,2380216.5213,2380217.2849,2381284.7253,116.4892,59.9026,-1189984.238687,0
28,lopho,80,rcluster,-1189975.51464844,AICc,2380211.86838,72,8,-1189975.4400,-323471.4422,130,2380210.8799,2380211.7190,2381330.7712,116.6474,60.0168,-1189975.416540,0
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-400914.8141,-153873.0326,48,801925.6282,801925.8980,802298.5395,33.1648,19.4151,-400916.175244,4
30,myria,80,rcluster,-400870.030273438,AIC,801850.060547,72,8,-400869.8804,-129978.8024,55,801849.7607,801850.1142,802277.0548,33.2650,19.4871,-400871.245771,4
31,myria,80,rcluster,-400876.510742188,BIC,802241.470697,75,4,-400876.1396,-140493.6450,50,801852.2791,801852.5717,802240.7284,33.2256,19.4684,-400876.875856,2
32,myria,80,rcluster,-400870.059082031,AICc,801850.471639,72,8,-400869.6244,-130227.4810,55,801849.2487,801849.6022,802276.5429,33.2677,19.4872,-400871.215224,4
