,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-100973.3935,-19335.2075,122,202190.7870,202203.0418,202904.7846,42.6925,24.2851,-100973.497344,2
2,lopho,10,rcluster,-100968.6484375,AIC,202191.296875,4,6,-100965.6413,-15598.6380,127,202185.2826,202198.5854,202928.5424,42.8796,24.3778,-100966.262211,2
3,lopho,10,rcluster,-100976.625,BIC,202903.395129,9,1,-100973.4998,-19335.2075,121,202188.9997,202201.0503,202897.1448,42.6414,24.2093,-100974.216348,4
4,lopho,10,rcluster,-100968.6484375,AICc,202204.599657,4,6,-100965.7016,-15598.6380,127,202185.4033,202198.7061,202928.6630,42.8781,24.3526,-100966.262651,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-66450.0897,-23924.5193,48,132996.1793,132997.6294,133288.9579,64.5889,33.1423,-66450.038778,0
6,myria,10,rcluster,-66449.2509765625,AIC,132994.501953,8,2,-66448.5146,-22772.9450,48,132993.0292,132994.4793,133285.8078,64.7786,33.3521,-66448.614970,2
7,myria,10,rcluster,-66450.8125,BIC,133282.304051,9,1,-66449.9208,-23924.5193,47,132993.8415,132995.2320,133280.5206,64.7763,33.3792,-66449.865303,0
8,myria,10,rcluster,-66449.2509765625,AICc,132995.952015,8,2,-66448.4706,-22772.9450,48,132992.9412,132994.3912,133285.7198,64.9849,NA,-66448.332512,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-201209.5082,-44715.5738,122,402663.0163,402668.5752,403470.2288,41.7681,23.3993,-201209.838170,4
10,lopho,20,rcluster,-201197.482421875,AIC,402648.964844,14,6,-201197.6996,-36923.8948,127,402649.3992,402655.4266,403489.6941,42.0008,23.5397,-201197.686766,2
11,lopho,20,rcluster,-201204.44140625,BIC,403460.09525,18,2,-201204.0629,-42224.4523,122,402652.1258,402657.6846,403459.3383,41.9887,23.6154,-201204.262313,4
12,lopho,20,rcluster,-201197.482421875,AICc,402654.992282,14,6,-201197.0828,-36923.8948,127,402648.1656,402654.1930,403488.4605,42.1850,23.7846,-201197.339224,4
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-128101.6584,-51925.1040,48,256299.3167,256300.0222,256626.3118,66.9816,36.5474,-128101.705138,0
14,myria,20,rcluster,-128097.702148438,AIC,256295.404297,15,4,-128096.5270,-47512.9956,50,256293.0540,256293.8191,256633.6738,67.5013,37.3852,-128097.259391,6
15,myria,20,rcluster,-128102.9453125,BIC,256620.07328,19,1,-128101.5196,-51925.1040,47,256297.0393,256297.7159,256617.2219,67.0020,36.7496,-128101.562342,0
16,myria,20,rcluster,-128097.702148438,AICc,256296.169373,15,4,-128097.2142,-47512.9956,50,256294.4284,256295.1935,256635.0482,66.4917,34.3544,-128097.258553,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-397735.4324,-93528.9436,122,795714.8648,795717.6473,796605.1407,43.9249,25.6623,-397735.459249,0
18,lopho,40,rcluster,-397709.338378906,AIC,795680.676758,32,8,-397705.6480,-78526.5638,131,795673.2960,795676.5050,796629.2480,43.3115,25.0079,-397706.023821,2
19,lopho,40,rcluster,-397720.671875,BIC,796584.91699,37,3,-397716.9559,-86510.5619,123,795679.9117,795682.7401,796577.4849,43.2940,25.0129,-397716.976564,2
20,lopho,40,rcluster,-397709.338378906,AICc,795683.885814,32,8,-397705.4148,-78526.5638,131,795672.8296,795676.0387,796628.7816,43.3095,25.3376,-397705.927721,2
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-259804.3425,-110322.5197,48,519704.6851,519705.0374,520064.8367,65.5535,33.0468,-259804.247082,2
22,myria,40,rcluster,-259788.4921875,AIC,519676.984375,36,4,-259787.8814,-99876.2095,50,519675.7628,519676.1448,520050.9208,65.5526,NA,-259787.767372,2
23,myria,40,rcluster,-259791.21875,BIC,520048.092302,37,3,-259790.6569,-103860.5296,49,519679.3138,519679.6808,520046.9686,65.5928,NA,-259790.283487,0
24,myria,40,rcluster,-259788.4921875,AICc,519677.366369,36,4,-259787.8511,-99876.2095,50,519675.7023,519676.0842,520050.8602,65.5159,32.7516,-259787.767439,4
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-809223.7641,-196062.4093,122,1618691.5282,1618692.9218,1619665.4757,44.2497,26.0885,-809223.718466,2
26,lopho,80,rcluster,-809172.560546875,AIC,1618611.12109,70,10,-809172.6710,-161668.2576,133,1618611.3419,1618612.9979,1619673.1044,44.2931,26.1573,-809172.761729,2
27,myria,80,noPart,noPart,noPart,noPart,noPart,0,-524400.4815,-234494.3632,48,1048896.9630,1048897.1366,1049290.9872,64.4453,NA,-524399.720027,4
28,myria,80,rcluster,-524336.712402344,AIC,1048827.4248,71,9,-524336.6692,-204752.3598,77,1048827.3384,1048827.7822,1049459.4189,64.9715,NA,-524336.368210,2
29,myria,80,rcluster,-524370.322265625,BIC,1049251.08641,76,4,-524370.0713,-218418.6464,50,1048840.1427,1048840.3309,1049250.5846,65.3666,32.7276,-524370.055312,2
30,myria,80,rcluster,-524358.935058594,AICc,1048830.10582,72,8,-524358.8883,-206611.1515,56,1048829.7766,1048830.0123,1049289.4716,65.6396,33.1116,-524358.988844,0
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
