,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-134850.0467,-35797.9239,122,269944.0934,269950.7069,270730.6256,113.1136,61.5440,-134851.272620,6
2,lopho,10,rcluster,-134846.868164062,AIC,269939.736328,7,3,-134844.1322,-33104.1970,123,269934.2643,269940.9877,270727.2435,119.6393,70.7674,-134845.194662,12
3,lopho,10,rcluster,-134850.625,BIC,270723.335221,9,1,-134850.1017,-35797.9239,121,269942.2035,269948.7080,270722.2887,113.1190,61.5630,-134851.398228,6
4,lopho,10,rcluster,-134846.868164062,AICc,269946.459714,7,3,-134843.5887,-33104.1970,123,269933.1774,269939.9008,270726.1566,115.9174,66.5589,-134843.815064,4
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-58365.9361,-25946.5136,48,116827.8723,116829.2163,117124.2445,60.3769,32.7842,-58368.024616,12
6,myria,10,rcluster,-58359.3408203125,AIC,116824.681641,5,5,-58357.9873,-22231.7542,53,116821.9747,116823.6124,117149.2190,60.3994,32.8506,-58359.178993,2
7,myria,10,rcluster,-58368.50390625,BIC,117121.205607,9,1,-58366.7500,-25946.5136,47,116827.5000,116828.7888,117117.6978,58.8305,32.2575,-58366.859696,2
8,myria,10,rcluster,-58359.3408203125,AICc,116826.319409,5,5,-58357.9601,-22231.7542,53,116821.9203,116823.5580,117149.1646,60.4025,32.8634,-58357.973481,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-276476.6266,-80381.4515,122,553197.2533,553200.3182,554075.8734,112.3990,60.2582,-276476.617693,2
10,lopho,20,rcluster,-276468.828125,AIC,553183.65625,17,3,-276468.2449,-73967.2121,123,553182.4898,553185.6053,554068.3117,114.8744,63.0348,-276469.800305,14
11,lopho,20,rcluster,-276470.79296875,BIC,554064.20603,18,2,-276470.6943,-77077.7491,122,553185.3885,553188.4535,554064.0086,114.8885,62.7694,-276471.884429,8
12,lopho,20,rcluster,-276468.828125,AICc,553186.771764,17,3,-276468.1890,-73967.2121,123,553182.3780,553185.4935,554068.1999,114.8843,63.0434,-276469.689626,14
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-110481.9913,-49805.1033,48,221059.9827,221060.7079,221385.6592,61.0598,34.4381,-110481.972667,2
14,myria,20,rcluster,-110468.069335938,AIC,221044.138672,14,6,-110466.1497,-43032.0596,54,221040.2995,221041.2162,221406.6856,61.1920,NA,-110465.917800,0
15,myria,20,rcluster,-110473.885742188,BIC,221378.232938,17,3,-110471.9533,-45936.3487,49,221041.9065,221042.6621,221374.3680,58.7239,32.2781,-110472.042710,4
16,myria,20,rcluster,-110468.069335938,AICc,221045.055339,14,6,-110466.1965,-43032.0596,54,221040.3930,221041.3096,221406.7790,61.7265,NA,-110465.918479,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-572320.9954,-173083.8159,122,1144885.9909,1144887.4876,1145851.2792,111.2348,NA,-572319.560229,2
18,lopho,40,rcluster,-572295.510742188,AIC,1144849.02148,33,7,-572297.0620,-151755.3145,129,1144852.1240,1144853.7972,1145872.7977,111.6008,NA,-572295.461633,4
19,lopho,40,rcluster,-572308.001953125,BIC,1145835.20444,37,3,-572309.5848,-165403.0245,123,1144865.1697,1144866.6910,1145838.3702,111.2848,NA,-572308.040521,2
20,lopho,40,rcluster,-572295.510742188,AICc,1144850.69472,33,7,-572297.0517,-151755.3145,129,1144852.1034,1144853.7766,1145872.7771,111.5948,NA,-572295.461792,4
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-219703.1987,-100577.6342,48,439502.3974,439502.7741,439859.3504,59.2828,35.2023,-219703.905206,6
22,myria,40,rcluster,-219678.986328125,AIC,439467.972656,34,6,-219678.5126,-90513.6428,55,439467.0251,439467.5186,439876.0337,60.3297,35.7431,-219678.945180,4
23,myria,40,rcluster,-219691.6953125,BIC,439836.343552,38,2,-219690.7581,-95470.6487,48,439477.5161,439477.8928,439834.4691,59.1331,35.2297,-219691.026159,10
24,myria,40,rcluster,-219675.118164062,AICc,439466.78477,32,8,-219674.5613,-87884.2162,58,439465.1226,439465.6710,439896.4407,60.7209,35.8626,-219675.055197,8
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1140257.0828,-358893.4058,122,2280758.1657,2280758.9197,2281806.7353,111.1918,59.7490,-1140257.203153,0
26,myria,80,noPart,noPart,noPart,noPart,noPart,0,-434531.2926,-210011.7971,48,869158.5852,869158.7730,869548.8398,61.2316,35.8935,-434532.621520,2
27,myria,80,rcluster,-434465.454589844,AIC,869062.90918,67,13,-434466.0414,-177375.8037,66,869064.0828,869064.4362,869600.6829,62.2141,35.6031,-434466.511019,0
28,myria,80,rcluster,-434485.430175781,BIC,869497.636178,75,5,-434485.4893,-191671.1601,52,869074.9785,869075.1986,869497.7543,61.4688,34.9267,-434485.876539,0
29,myria,80,rcluster,-434466.546386719,AICc,869063.435617,68,12,-434467.2276,-182205.1742,65,869064.4552,869064.7980,869592.9250,62.1717,35.5200,-434467.637423,2
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
