,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-23822.9770,-14638.9772,18,47681.9540,47682.2820,47783.6827,36.9394,28.6554,-23822.958412,0
2,lopho,10,rcluster,-23817.5222167969,AIC,47673.0444336,7,3,-23817.3462,-12963.9680,19,47672.6924,47673.0571,47780.0727,37.7904,29.7380,-23817.464573,0
3,lopho,10,rcluster,-23818.55078125,BIC,47774.8302828,8,2,-23818.3931,-13527.1434,18,47672.7863,47673.1143,47774.5150,37.3305,28.8663,-23818.393609,0
4,lopho,10,rcluster,-23817.5222167969,AICc,47673.4091169,7,3,-23817.3439,-12963.9680,19,47672.6878,47673.0524,47780.0681,37.8063,29.6901,-23817.314009,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-16918.0277,-5293.5691,18,33872.0555,33872.7527,33960.3951,18.2908,3.2823,-16918.040292,4
6,myria,10,rcluster,-16745.9858398438,AIC,33553.9716797,5,5,-16745.0277,-4469.8875,31,33552.0554,33554.1050,33704.1958,35.1687,11.6500,-16745.056235,0
7,myria,10,rcluster,-16756.08984375,BIC,33643.4270378,9,1,-16755.0165,-5293.5691,19,33548.0329,33548.8084,33641.2803,39.3529,9.1183,-16755.015490,2
8,myria,10,rcluster,-16745.9858398438,AICc,33556.0212665,5,5,-16745.0033,-4469.8875,31,33552.0066,33554.0562,33704.1470,35.0557,11.6786,-16745.038164,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-49561.7411,-32192.1683,18,99159.4823,99159.6437,99273.8918,36.3387,28.3667,-49561.713506,2
10,lopho,20,rcluster,-49550.6748046875,AIC,99139.3496094,17,3,-49550.5575,-28722.0783,19,99139.1150,99139.2944,99259.8806,36.7758,NA,-49550.450948,2
11,lopho,20,rcluster,-49551.828125,BIC,99254.0657806,18,2,-49551.5785,-30072.5017,18,99139.1570,99139.3184,99253.5665,36.6860,28.7163,-49551.587470,0
12,lopho,20,rcluster,-49550.6748046875,AICc,99139.5290239,17,3,-49550.4182,-28722.0783,19,99138.8364,99139.0158,99259.6020,36.7099,28.6389,-49550.451032,2
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-33726.3852,-11313.7045,18,67488.7705,67489.1158,67589.5867,17.1967,NA,-33726.233490,0
14,myria,20,rcluster,-33394.4057617188,AIC,66850.8115234,15,5,-33391.3292,-9648.7937,31,66844.6583,66845.6664,67018.2863,38.2544,11.6106,-33391.338864,0
15,myria,20,rcluster,-33407.22265625,BIC,66958.8624592,19,1,-33404.6576,-11313.7045,19,66847.3151,66847.6990,66953.7323,42.2278,13.4881,-33404.726709,4
16,myria,20,rcluster,-33394.4057617188,AICc,66851.8196535,15,5,-33391.6282,-9648.7937,31,66845.2564,66846.2645,67018.8844,40.1500,8.9392,-33391.676065,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-101546.5094,-70587.7947,18,203129.0188,203129.0970,203256.4281,38.4317,28.8066,-101546.689995,4
18,lopho,40,rcluster,-101510.591918945,AIC,203079.183838,30,9,-101508.9360,-58095.5896,29,203075.8719,203076.0712,203281.1424,39.1781,29.4785,-101509.172914,2
19,lopho,40,rcluster,-101517.153076172,BIC,203234.028611,35,5,-101515.5425,-62129.7104,22,203075.0849,203075.2007,203230.8074,38.0478,NA,-101515.319851,0
20,lopho,40,rcluster,-101510.591918945,AICc,203079.383082,30,9,-101508.6546,-58095.5896,29,203075.3092,203075.5085,203280.5797,39.7210,31.4126,-101509.201833,4
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-66484.6282,-23835.6853,18,133005.2564,133005.4283,133118.5493,17.5495,6.4775,-66485.284148,0
22,myria,40,rcluster,-65845.7572021484,AIC,131783.514404,30,10,-65845.1429,-19611.5971,46,131782.2858,131783.3796,132071.8120,42.4771,15.5476,-65845.606334,2
23,myria,40,rcluster,-65883.4375,BIC,131924.461943,39,1,-65881.3983,-23835.6853,19,131800.7966,131800.9876,131920.3836,41.4353,14.7529,-65881.597749,2
24,myria,40,rcluster,-65845.7572021484,AICc,131784.608257,29,10,-65844.4764,-19611.5971,46,131780.9528,131782.0467,132070.4791,42.0808,15.9804,-65845.595978,4
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-202339.6854,-146729.7507,18,404715.3708,404715.4104,404855.0002,37.0196,28.6233,-202339.820503,0
26,lopho,80,rcluster,-202276.794921875,AIC,404617.589844,69,11,-202274.2817,-123876.7390,32,404612.5635,404612.6860,404860.7935,39.6887,30.3917,-202274.647226,0
27,lopho,80,rcluster,-202295.687011719,BIC,404796.274999,76,4,-202291.9219,-134777.9748,21,404625.8438,404625.8974,404788.7448,38.4997,30.4779,-202292.212022,0
28,lopho,80,rcluster,-202276.795898438,AICc,404613.699642,71,9,-202275.3350,-125051.1408,30,404610.6701,404610.7779,404843.3857,39.8902,NA,-202274.784486,2
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-133737.1606,-50670.1594,18,267510.3212,267510.4069,267636.0907,20.3218,4.1850,-133737.462155,4
30,myria,80,rcluster,-132431.694946289,AIC,264973.389893,67,13,-132429.6562,-40815.6517,55,264969.3123,264970.0877,265353.6081,42.7482,14.2367,-132430.999500,2
31,myria,80,rcluster,-132494.411621094,BIC,265213.503163,77,3,-132493.1080,-47889.7450,25,265036.2159,265036.3790,265210.8959,44.0041,14.3933,-132493.627177,4
32,myria,80,rcluster,-132431.694946289,AICc,264974.165321,67,13,-132429.4697,-40815.6517,55,264968.9393,264969.7148,265353.2351,43.0901,14.8714,-132430.877429,10
