,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-163063.4240,-57619.3455,122,326370.8481,326375.0130,327212.5986,174.7373,NA,-163062.862354,8
2,lopho,10,rcluster,-163076.625,AIC,326397.25,8,2,-163058.0572,-54444.9054,122,326360.1144,326364.2793,327201.8650,175.6103,NA,-163057.927786,8
3,lopho,10,rcluster,-163079.171875,BIC,327235.194668,9,1,-163060.0794,-57619.3455,121,326362.1588,326366.2554,327197.0097,176.8966,100.0965,-163060.670982,2
4,lopho,10,rcluster,-163076.625,AICc,326401.414863,8,2,-163057.8449,-54444.9054,122,326359.6899,326363.8547,327201.4404,175.2175,98.1321,-163057.906573,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-48516.6223,-15158.0750,48,97129.2447,97131.5517,97400.1549,31.2695,21.4772,-48517.059320,2
6,myria,10,rcluster,-48512.685546875,AIC,97121.3710938,8,2,-48512.6327,-13947.2161,48,97121.2654,97123.5724,97392.1756,31.2277,21.4198,-48512.570468,0
7,myria,10,rcluster,-48512.685546875,BIC,97392.2812673,8,2,-48512.6327,-13947.2161,48,97121.2654,97123.5724,97392.1756,31.2278,21.4198,-48512.570477,0
8,myria,10,rcluster,-48512.685546875,AICc,97123.678107,8,2,-48512.6327,-13947.2161,48,97121.2654,97123.5724,97392.1756,31.2277,21.4198,-48512.570468,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-320621.5063,-119131.4175,122,641487.0125,641489.1047,642411.7353,174.1874,95.2351,-320621.466296,12
10,lopho,20,rcluster,-320615.3046875,AIC,641478.609375,17,3,-320614.3546,-112316.7705,124,641476.7092,641478.8705,642416.5913,173.3920,94.2181,-320614.433633,2
11,lopho,20,rcluster,-320620.84375,BIC,642400.830546,19,1,-320620.0411,-119131.4175,121,641482.0822,641484.1402,642399.2252,172.6947,93.3241,-320620.051611,2
12,lopho,20,rcluster,-320615.3046875,AICc,641480.770708,17,3,-320615.9548,-112316.7705,124,641479.9095,641482.0709,642419.7917,173.8447,NA,-320615.542645,10
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-96396.7689,-33547.9441,48,192889.5377,192890.6384,193195.3796,31.5831,22.0680,-96396.853388,2
14,myria,20,rcluster,-96387.064453125,AIC,192872.128906,17,3,-96387.1008,-29978.6174,49,192872.2016,192873.3483,193184.4151,31.6377,22.1347,-96387.260429,2
15,myria,20,rcluster,-96388.98828125,BIC,193179.818397,18,2,-96389.1474,-31300.7286,48,192874.2947,192875.3953,193180.1365,31.5655,22.0570,-96389.194248,2
16,myria,20,rcluster,-96387.064453125,AICc,192873.275642,17,3,-96387.1964,-29978.6174,49,192872.3927,192873.5395,193184.6063,31.5412,22.0102,-96387.260438,2
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-627493.9149,-237958.0780,122,1255231.8298,1255232.9137,1256236.2874,175.8317,95.0125,-627494.184523,10
18,lopho,40,rcluster,-627471.706054688,AIC,1255203.41211,32,8,-627473.2446,-209701.8266,130,1255206.4892,1255207.7196,1256276.8129,175.4788,NA,-627472.323250,10
19,lopho,40,rcluster,-627480.688476562,BIC,1256220.06779,37,3,-627481.5159,-226792.9668,123,1255209.0319,1255210.1335,1256221.7227,174.7474,NA,-627480.899508,10
20,lopho,40,rcluster,-627471.706054688,AICc,1255204.64251,32,8,-627471.5470,-209701.8266,130,1255203.0940,1255204.3244,1256273.4176,176.1228,95.2183,-627472.317448,16
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-187543.9729,-68171.7828,48,375183.9457,375184.5199,375520.7558,31.5506,21.8579,-187543.919642,0
22,myria,40,rcluster,-187523.422851562,AIC,375146.845703,35,4,-187523.4047,-60657.7162,50,375146.8094,375147.4321,375497.6532,31.5232,21.8317,-187523.347795,0
23,myria,40,rcluster,-187527,BIC,375486.810095,38,2,-187526.9731,-64199.8314,48,375149.9462,375150.5205,375486.7563,31.4950,21.8146,-187526.917535,0
24,myria,40,rcluster,-187523.422851562,AICc,375147.468414,35,4,-187523.4046,-60657.7162,50,375146.8093,375147.4320,375497.6531,31.5232,21.8317,-187523.347719,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1266072.0275,-506355.9222,122,2532388.0550,2532388.5808,2533480.4764,173.2780,92.4720,-1266072.200437,0
26,myria,80,noPart,noPart,noPart,noPart,noPart,0,-381101.9253,-145684.2646,48,762299.8505,762300.1347,762670.2828,31.4143,21.7503,-381101.862709,0
27,myria,80,rcluster,-381053.788574219,AIC,762219.577148,72,8,-381053.7816,-123833.3584,56,762219.5633,762219.9491,762651.7342,31.5024,21.8273,-381053.714827,0
28,myria,80,rcluster,-381067.509277344,BIC,762611.16815,77,3,-381067.4399,-136471.2595,49,762232.8798,762233.1758,762611.0294,31.4117,21.7558,-381067.378034,0
29,myria,80,rcluster,-381053.788574219,AICc,762219.962982,72,8,-381053.7816,-123833.3584,56,762219.5633,762219.9491,762651.7342,31.5024,21.8273,-381053.714843,0
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
