,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-149588.2765,-37146.5683,122,299420.5530,299427.0225,300209.7006,97.9176,46.9486,-149589.090030,4
2,lopho,10,rcluster,-149583.361328125,AIC,299414.722656,7,3,-149583.3346,-34063.6592,124,299414.6693,299421.3546,300216.7537,97.3666,46.6217,-149583.430104,2
3,lopho,10,rcluster,-149589.0625,BIC,300202.804186,9,1,-149588.5714,-37146.5683,121,299419.1427,299425.5056,300201.8219,97.7306,46.8399,-149589.061918,12
4,lopho,10,rcluster,-149583.361328125,AICc,299421.408013,7,3,-149583.3346,-34063.6592,124,299414.6693,299421.3546,300216.7537,97.3666,46.6217,-149583.430104,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-66349.8570,-27269.4971,48,132795.7140,132796.9731,133095.1765,71.6255,30.7268,-66349.805326,0
6,myria,10,rcluster,-66348.3232421875,AIC,132792.646484,8,2,-66347.5258,-25896.8375,48,132791.0517,132792.3108,133090.5141,71.7889,30.9828,-66347.513790,0
7,myria,10,rcluster,-66350.8046875,BIC,133088.83303,9,1,-66349.7845,-27269.4971,47,132793.5691,132794.7765,133086.7927,71.5797,30.7453,-66349.726627,0
8,myria,10,rcluster,-66348.3232421875,AICc,132793.905585,8,2,-66347.5258,-25896.8375,48,132791.0515,132792.3106,133090.5140,71.7898,30.9830,-66347.513335,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-301967.9419,-77291.0671,122,604179.8837,604183.0987,605052.7469,99.4420,47.6751,-301968.433515,10
10,lopho,20,rcluster,-301958.221679688,AIC,604168.443359,15,5,-301958.1529,-70109.6263,126,604168.3057,604171.7356,605069.7873,99.5018,47.7707,-301960.016376,4
11,lopho,20,rcluster,-301967.96875,BIC,605043.646063,19,1,-301967.9293,-77291.0671,121,604177.8586,604181.0210,605043.5672,99.3576,47.6269,-301968.445720,10
12,lopho,20,rcluster,-301958.221679688,AICc,604171.873217,15,5,-301958.1529,-70109.6263,126,604168.3059,604171.7357,605069.7875,99.5027,47.7712,-301959.850095,6
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-137606.3315,-58872.6657,48,275308.6629,275309.2821,275641.8760,73.4178,29.9523,-137606.342253,2
14,myria,20,rcluster,-137589.386230469,AIC,275290.772461,12,8,-137589.1797,-49545.5107,56,275290.3593,275291.2005,275679.1078,73.9687,30.4370,-137589.211641,2
15,myria,20,rcluster,-137607.90625,BIC,275636.083582,19,1,-137607.5103,-58872.6657,47,275309.0207,275309.6145,275635.2918,72.4777,29.6115,-137607.605405,2
16,myria,20,rcluster,-137589.386230469,AICc,275291.613678,12,8,-137589.2794,-49545.5107,56,275290.5589,275291.4001,275679.3074,73.9207,30.0678,-137589.209166,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-602116.7124,-163426.0609,122,1204477.4247,1204479.0004,1205436.4791,103.8815,50.8633,-602117.837164,6
18,lopho,40,rcluster,-602094.952148438,AIC,1204449.9043,32,8,-602094.7464,-142594.8599,130,1204449.4929,1204451.2818,1205471.4361,103.8736,NA,-602094.632552,0
19,lopho,40,rcluster,-602104.732421875,BIC,1205422.38037,37,3,-602104.4019,-155057.2597,123,1204454.8037,1204456.4053,1205421.7192,103.5503,51.0099,-602104.395539,0
20,lopho,40,rcluster,-602097.065429688,AICc,1204451.86522,32,7,-602096.8281,-144860.3872,128,1204449.6562,1204451.3906,1205455.8773,102.8582,49.7794,-602096.758875,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-278379.4429,-121607.5781,48,556854.8857,556855.1998,557220.5243,71.1704,27.1167,-278379.442002,0
22,myria,40,rcluster,-278353.502441406,AIC,556821.004883,31,9,-278353.2657,-103530.2103,57,556820.5313,556820.9731,557254.7272,71.8852,27.4683,-278353.267211,0
23,myria,40,rcluster,-278369.019042969,BIC,557209.294153,37,3,-278368.7087,-115855.8392,49,556835.4174,556835.7446,557208.6735,71.2158,27.1506,-278368.711062,0
24,myria,40,rcluster,-278353.502441406,AICc,556821.446655,31,9,-278353.2663,-103530.2103,57,556820.5326,556820.9744,557254.7284,71.8841,27.4668,-278353.267099,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1166452.8919,-333811.1937,122,2333149.7837,2333150.5805,2334191.6458,102.2963,NA,-1166452.235022,4
26,lopho,80,rcluster,-1166400.63476562,AIC,2333065.26953,71,9,-1166401.0580,-295152.1367,132,2333066.1160,2333067.0483,2334193.3765,102.5721,49.1470,-1166401.558591,2
27,lopho,80,rcluster,-1166420.42382812,BIC,2334147.78939,76,4,-1166421.0463,-315958.0667,124,2333090.0926,2333090.9156,2334149.0343,102.3546,49.0218,-1166421.241533,2
28,lopho,80,rcluster,-1166400.63476562,AICc,2333066.2019,71,9,-1166401.0576,-295152.1367,132,2333066.1152,2333067.0476,2334193.3758,102.5721,NA,-1166400.608532,4
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-546045.6753,-245220.2372,48,1092187.3507,1092187.5117,1092584.9848,71.8577,27.8525,-546045.677822,0
30,myria,80,rcluster,-545969.290527344,AIC,1092098.58105,70,10,-545968.9841,-213942.4479,80,1092097.9683,1092098.4124,1092760.6919,72.7411,28.2899,-545968.986044,0
31,myria,80,rcluster,-546017.421386719,BIC,1092559.32907,75,4,-546016.7605,-227912.7617,51,1092135.5210,1092135.7025,1092558.0073,71.6749,27.7283,-546016.762975,0
32,myria,80,rcluster,-545969.290527344,AICc,1092099.02518,70,10,-545968.9841,-213942.4479,80,1092097.9682,1092098.4124,1092760.6918,72.7374,28.2867,-545968.986278,0
