,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-26660.9815,-15419.7338,18,53357.9630,53358.2763,53460.5112,31.8121,21.2787,-26660.956448,0
2,lopho,10,rcluster,-26653.5483398438,AIC,53351.0966797,4,5,-26653.2520,-12797.4657,22,53350.5041,53350.9685,53475.8408,33.7169,23.0507,-26653.218769,0
3,lopho,10,rcluster,-26661.4375,BIC,53453.7260624,9,1,-26660.9168,-15419.7338,17,53355.8335,53356.1138,53452.6846,31.7961,21.2896,-26660.964966,2
4,lopho,10,rcluster,-26654.7192382812,AICc,53351.8623298,6,4,-26654.4989,-13285.8414,21,53350.9978,53351.4217,53470.6374,33.7628,23.0715,-26654.454838,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-16260.6274,-5215.2501,18,32557.2548,32557.9521,32645.5944,16.9042,8.5258,-16260.763470,0
6,myria,10,rcluster,-16118.5867919922,AIC,32299.173584,5,5,-16115.7804,-4431.3711,31,32293.5608,32295.6104,32445.7012,35.7718,18.7154,-16116.121333,2
7,myria,10,rcluster,-16124.962890625,BIC,32381.1731316,9,1,-16123.5991,-5215.2501,19,32285.1981,32285.9736,32378.4455,37.1202,19.2334,-16123.750355,4
8,myria,10,rcluster,-16118.5867919922,AICc,32301.2231708,5,5,-16115.7778,-4431.3711,31,32293.5557,32295.6052,32445.6961,35.6489,18.5604,-16116.123682,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-51311.7214,-30664.4839,18,102659.4427,102659.6122,102772.9859,32.7058,22.2429,-51312.495637,2
10,lopho,20,rcluster,-51301.1484375,AIC,102646.296875,14,5,-51300.9863,-26137.8983,22,102645.9725,102646.2235,102784.7475,34.8113,NA,-51300.838732,0
11,lopho,20,rcluster,-51311.94921875,BIC,102765.133631,19,1,-51311.5075,-30664.4839,17,102657.0149,102657.1665,102764.2501,33.1605,23.0171,-51312.226573,2
12,lopho,20,rcluster,-51301.1484375,AICc,102646.547805,14,5,-51300.9522,-26137.8983,22,102645.9043,102646.1553,102784.6793,34.8505,NA,-51300.837912,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-32071.3809,-11039.0007,18,64178.7617,64179.1070,64279.5780,18.6190,10.6304,-32072.783820,2
14,myria,20,rcluster,-31808.0693359375,AIC,63684.1386719,14,6,-31805.9897,-9501.9851,34,63679.9793,63681.1905,63870.4100,42.2646,27.3764,-31806.034223,0
15,myria,20,rcluster,-31816.734375,BIC,63777.8858967,19,1,-31815.7971,-11039.0007,19,63669.5943,63669.9781,63776.0114,36.4752,20.5835,-31816.050138,4
16,myria,20,rcluster,-31808.0693359375,AICc,63685.3498678,14,6,-31805.8043,-9501.9851,34,63679.6086,63680.8198,63870.0393,41.5170,27.8488,-31805.796023,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-103877.4174,-65358.3800,18,207790.8349,207790.9201,207916.7076,32.7739,23.4161,-103877.487267,0
18,lopho,40,rcluster,-103855.345703125,AIC,207758.691406,33,7,-103854.9511,-55515.4899,24,207757.9023,207758.0519,207925.7326,33.7883,NA,-103854.731703,0
19,lopho,40,rcluster,-103865.840576172,BIC,207902.546829,37,3,-103864.8868,-60887.4947,19,207767.7735,207767.8682,207900.6392,33.0698,23.7890,-103864.892358,0
20,lopho,40,rcluster,-103855.041503906,AICc,207760.245103,32,8,-103854.5495,-54611.7402,25,207759.0990,207759.2611,207933.9223,33.8376,NA,-103854.390964,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-63634.0227,-23321.9874,18,127304.0454,127304.2172,127417.3383,18.5563,10.3110,-63635.518852,2
22,myria,40,rcluster,-63117.1770019531,AIC,126314.354004,32,8,-63112.0588,-20674.2605,40,126304.1177,126304.9461,126555.8796,40.6560,29.9959,-63113.681976,6
23,myria,40,rcluster,-63145.48046875,BIC,126448.547881,39,1,-63142.0901,-23321.9874,19,126322.1802,126322.3712,126441.7672,36.4328,NA,-63141.967402,2
24,myria,40,rcluster,-63117.1770019531,AICc,126315.182496,32,8,-63112.3613,-20674.2605,40,126304.7226,126305.5511,126556.4845,37.1219,19.9223,-63112.732101,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-207205.4582,-137366.6372,18,414446.9164,414446.9592,414585.1457,31.0421,NA,-207204.885434,2
26,lopho,80,rcluster,-207155.003173828,AIC,414368.006348,70,10,-207153.9879,-114509.5801,29,414365.9758,414366.0849,414588.6786,32.1529,NA,-207153.827334,0
