,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-147126.0149,-45257.4957,122,294496.0297,294501.2230,295311.3614,144.6372,73.0599,-147126.025688,0
2,lopho,10,rcluster,-147139.000976562,AIC,294526.001953,7,3,-147123.9254,-41721.2310,124,294495.8509,294501.2170,295324.5486,144.5591,73.0755,-147123.941755,0
3,lopho,10,rcluster,-147143.453125,BIC,295337.554883,9,1,-147126.8887,-45257.4957,121,294495.7775,294500.8854,295304.4261,146.0979,75.0506,-147127.165505,12
4,lopho,10,rcluster,-147139.000976562,AICc,294531.36806,7,3,-147123.9254,-41721.2310,124,294495.8509,294501.2170,295324.5486,144.5591,73.0755,-147123.941755,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-51207.3364,-16438.6947,48,102510.6727,102512.8158,102785.0414,36.3494,26.5995,-51208.512548,4
6,myria,10,rcluster,-51205.4384765625,AIC,102506.876953,8,2,-51205.2488,-15537.9219,48,102506.4977,102508.6407,102780.8664,36.3253,26.2584,-51205.832359,2
7,myria,10,rcluster,-51207.4609375,BIC,102777.574593,9,1,-51207.2085,-16438.6947,47,102508.4169,102510.4715,102777.0696,36.0096,25.9025,-51207.826812,10
8,myria,10,rcluster,-51205.4384765625,AICc,102509.020006,8,2,-51205.2488,-15537.9219,48,102506.4977,102508.6407,102780.8664,36.3253,26.2584,-51205.832356,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-301474.0706,-97522.1282,122,603192.1412,603194.6634,604094.2694,145.8284,71.7695,-301474.792785,10
10,lopho,20,rcluster,-301480.3359375,AIC,603204.671875,18,2,-301469.1874,-94661.0089,122,603182.3747,603184.8970,604084.5030,145.8742,72.9787,-301470.641497,16
11,lopho,20,rcluster,-301484.5625,BIC,604105.858724,19,1,-301474.6465,-97522.1282,121,603191.2931,603193.7741,604086.0268,142.7996,70.7273,-301474.794866,16
12,lopho,20,rcluster,-301480.3359375,AICc,603207.194104,18,2,-301471.3599,-94661.0089,122,603186.7198,603189.2420,604088.8480,141.8432,69.3847,-301471.260146,10
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-98991.6096,-35249.1493,48,198079.2192,198080.2805,198386.7840,37.3276,26.7936,-98992.093012,10
14,myria,20,rcluster,-98987.40625,AIC,198070.8125,18,2,-98987.1846,-33081.1237,48,198070.3693,198071.4306,198377.9341,37.3317,26.7870,-98987.600254,2
15,myria,20,rcluster,-98991.453125,BIC,198378.063521,19,1,-98990.5347,-35249.1493,47,198075.0694,198076.0873,198376.2267,37.0610,26.7110,-98992.552908,4
16,myria,20,rcluster,-98987.40625,AICc,198071.873872,18,2,-98987.1726,-33081.1237,48,198070.3452,198071.4066,198377.9101,37.3258,26.7856,-98987.600229,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-616688.8987,-208819.7750,122,1233621.7973,1233623.0176,1234611.8623,141.9958,69.6378,-616688.932069,0
18,lopho,40,rcluster,-616673.30078125,AIC,1233600.60156,34,6,-616673.2319,-187901.1592,127,1233600.4638,1233601.7860,1234631.1053,141.1990,70.3997,-616674.009045,6
19,lopho,40,rcluster,-616682.8359375,BIC,1234599.73689,38,2,-616682.6324,-203493.9963,122,1233609.2648,1233610.4851,1234599.3298,141.0493,70.3686,-616682.628272,2
20,lopho,40,rcluster,-616670.484375,AICc,1233600.33283,33,7,-616670.4692,-184471.5310,129,1233598.9384,1233600.3025,1234645.8104,141.5540,70.5508,-616671.428587,6
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-212454.5287,-83085.6745,48,425005.0574,425005.5381,425350.3503,36.7195,26.2651,-212455.051263,2
22,myria,40,rcluster,-212434.765625,AIC,424977.53125,34,6,-212433.7546,-72072.8573,54,424975.5093,424976.1167,425363.9637,37.0284,26.5765,-212434.244407,0
23,myria,40,rcluster,-212446.1484375,BIC,425333.589725,38,2,-212445.1016,-78088.2629,48,424986.2031,424986.6838,425331.4960,36.7420,26.3189,-212445.629953,0
24,myria,40,rcluster,-212434.765625,AICc,424978.138674,34,6,-212434.2466,-72072.8573,54,424976.4932,424977.1006,425364.9476,37.0380,26.0853,-212434.243410,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1213735.6443,-424972.1662,122,2427715.2886,2427715.9101,2428787.3690,139.9294,69.2933,-1213736.053159,6
26,myria,80,noPart,noPart,noPart,noPart,noPart,0,-431085.1779,-177278.2980,48,862266.3559,862266.5945,862645.1608,37.0015,25.9458,-431085.744347,2
27,myria,80,rcluster,-431035.642578125,AIC,862185.285156,72,8,-431036.2664,-149567.2443,57,862186.5328,862186.8683,862636.3637,37.1162,25.9820,-431036.907033,0
28,myria,80,rcluster,-431061.421875,BIC,862597.64867,78,2,-431061.9092,-167980.1646,48,862219.8185,862220.0571,862598.6234,37.0059,25.8958,-431062.169654,0
29,myria,80,rcluster,-431035.853515625,AICc,862186.042513,72,8,-431036.1488,-149773.3953,57,862186.2975,862186.6330,862636.1284,37.1144,25.9792,-431036.821063,0
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
