,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-24836.2964,-14628.8218,18,49708.5929,49708.9211,49810.3131,26.4227,17.5127,-24836.970520,2
2,lopho,10,rcluster,-24833.6528320312,AIC,49711.3056641,5,5,-24833.1297,-12374.8637,22,49710.2593,49710.7459,49834.5840,26.6233,NA,-24832.958526,0
3,lopho,10,rcluster,-24837.08984375,BIC,49804.2487305,9,1,-24836.3911,-14628.8218,17,49706.7822,49707.0757,49802.8512,26.0153,17.9351,-24837.123493,2
4,lopho,10,rcluster,-24833.6528320312,AICc,49711.7922025,5,5,-24833.0863,-12374.8637,22,49710.1727,49710.6592,49834.4973,26.6108,18.2899,-24833.726221,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-16406.2070,-5298.9725,18,32848.4141,32849.1113,32936.7537,12.3455,5.0778,-16406.195570,0
6,myria,10,rcluster,-16242.0284423828,AIC,32528.0568848,8,2,-16240.7641,-5092.8554,22,32525.5282,32526.5640,32633.4988,25.1752,10.1496,-16240.675210,0
7,myria,10,rcluster,-16246.021484375,BIC,32623.2903191,9,1,-16244.3460,-5298.9725,19,32526.6920,32527.4675,32619.9394,25.0014,10.5549,-16244.668038,6
8,myria,10,rcluster,-16242.0284423828,AICc,32529.0927087,8,2,-16240.7641,-5092.8554,22,32525.5282,32526.5640,32633.4988,25.1752,10.1496,-16240.675210,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-51318.5013,-31649.8275,18,102673.0026,102673.1651,102787.3019,27.7333,NA,-51318.053518,2
10,lopho,20,rcluster,-51312.3591308594,AIC,102668.718262,15,5,-51311.5768,-28221.9787,22,102667.1535,102667.3941,102806.8526,28.2436,NA,-51311.093475,0
11,lopho,20,rcluster,-51319.76171875,BIC,102781.472711,19,1,-51318.3896,-31649.8275,17,102670.7793,102670.9246,102778.7286,27.6921,NA,-51318.035629,0
12,lopho,20,rcluster,-51312.3591308594,AICc,102668.958813,15,5,-51311.0982,-28221.9787,22,102666.1964,102666.4370,102805.8955,28.2322,NA,-51310.905256,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-32120.1331,-11182.0226,18,64276.2663,64276.6116,64377.0825,12.8348,4.4355,-32120.179187,2
14,myria,20,rcluster,-31816.2939453125,AIC,63700.5878906,14,6,-31811.4943,-9617.6101,34,63690.9886,63692.1998,63881.4193,26.3540,12.4630,-31811.421529,0
15,myria,20,rcluster,-31832.744140625,BIC,63809.905428,19,1,-31829.0419,-11182.0226,19,63696.0839,63696.4677,63802.5010,24.2379,10.1990,-31829.230245,2
16,myria,20,rcluster,-31822.2080078125,AICc,63701.2399629,16,4,-31818.3645,-10320.1390,28,63692.7290,63693.5530,63849.5543,25.4905,NA,-31818.136971,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-99895.6349,-65078.9392,18,199827.2697,199827.3531,199953.5363,27.9306,18.2919,-99896.268618,2
18,lopho,40,rcluster,-99876.3833007812,AIC,199800.766602,34,6,-99877.6152,-56239.3735,24,199803.2303,199803.3767,199971.5858,28.2765,NA,-99877.377708,0
19,lopho,40,rcluster,-99884.072265625,BIC,199939.425959,37,3,-99884.4844,-59972.0050,19,199806.9688,199807.0614,199940.2502,27.9974,NA,-99884.372967,0
20,lopho,40,rcluster,-99876.4106445312,AICc,199800.967648,34,6,-99877.6172,-56334.9139,24,199803.2344,199803.3808,199971.5899,28.2784,NA,-99877.380736,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-64336.1173,-23812.4725,18,128708.2346,128708.4064,128821.5275,14.2072,4.2442,-64336.291287,0
22,myria,40,rcluster,-63729.9113769531,AIC,127521.822754,34,5,-63727.6957,-21155.7870,31,127517.3915,127517.8915,127712.5070,25.9365,10.3156,-63727.722991,0
23,myria,40,rcluster,-63749.66796875,BIC,127656.922881,39,1,-63746.7607,-23812.4725,19,127531.5213,127531.7123,127651.1082,29.0378,9.3279,-63747.565473,0
24,myria,40,rcluster,-63729.9113769531,AICc,127522.322754,34,5,-63727.2467,-21155.7870,31,127516.4935,127516.9935,127711.6090,29.3461,9.3141,-63727.671915,4
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-198587.4545,-134425.5113,18,397210.9091,397210.9517,397349.2058,27.5455,17.0412,-198587.665239,2
26,lopho,80,rcluster,-198538.912841797,AIC,397137.825684,70,10,-198539.8797,-114037.1770,30,397139.7594,397139.8755,397370.2540,27.8574,17.2135,-198539.873552,2
27,lopho,80,rcluster,-198554.072753906,BIC,397301.808559,76,4,-198553.7214,-124502.2139,20,397147.4429,397147.4953,397301.1059,27.6056,17.5778,-198553.623857,0
28,lopho,80,rcluster,-198538.526123047,AICc,397137.168394,70,10,-198539.4861,-113827.9529,30,397138.9722,397139.0883,397369.4667,27.8566,17.2203,-198539.509101,2
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-129183.6309,-50502.2464,18,258403.2618,258403.3475,258529.0313,14.4448,7.9859,-129183.912213,0
30,myria,80,rcluster,-127929.175170898,AIC,255950.350342,70,10,-127927.2082,-42260.4313,46,255946.4164,255946.9600,256267.8274,35.3740,20.8689,-127927.396142,2
31,myria,80,rcluster,-127973.154541016,BIC,256170.989003,77,3,-127971.0380,-49252.2940,25,255992.0761,255992.2391,256166.7560,29.9210,16.5046,-127971.302858,2
32,myria,80,rcluster,-127926.108032227,AICc,255962.991492,67,13,-127924.1166,-41296.4252,55,255958.2332,255959.0086,256342.5290,33.9677,19.6941,-127924.036382,0
