,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-122809.8442,-23824.3676,122,245863.6885,245873.5771,246602.7272,55.3078,25.9959,-122809.845100,0
2,myria,10,noPart,noPart,noPart,noPart,noPart,0,-49942.7208,-13591.6149,48,99981.4417,99984.0066,100247.3915,28.8492,16.1220,-49942.720814,0
3,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-242388.8694,-49368.2488,122,485021.7388,485026.7052,485842.4091,55.6044,26.5076,-242388.865642,0
4,myria,20,noPart,noPart,noPart,noPart,noPart,0,-101676.4821,-30109.9943,48,203448.9641,203450.1952,203749.4926,29.2014,16.0974,-101676.482262,0
5,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-483372.8781,-102706.1660,122,966989.7562,966992.2721,967892.1885,55.3338,26.4195,-483372.874282,0
6,myria,40,noPart,noPart,noPart,noPart,noPart,0,-206922.0649,-66923.1901,48,413940.1298,413940.7117,414276.3067,29.6386,16.4745,-206922.065152,0
7,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-949797.8048,-207407.2839,122,1899839.6097,1899840.9085,1900822.1001,55.0051,26.3987,-949797.805395,0
8,myria,80,noPart,noPart,noPart,noPart,noPart,0,-411313.0413,-139904.5319,48,822722.0826,822722.3778,823090.6941,29.5649,16.4306,-411313.041782,0
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
