,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-113527.4952,-21326.3762,122,227298.9904,227310.0242,228025.2094,51.6410,28.0845,-113528.618844,4
2,lopho,10,rcluster,-113521.54296875,AIC,227289.085938,7,3,-113519.8412,-18652.5955,123,227285.6824,227296.9013,228017.8541,51.1121,27.0464,-113520.775231,4
3,lopho,10,rcluster,-113522.6328125,BIC,228015.484669,8,2,-113521.1554,-19693.4126,122,227286.3109,227297.3447,228012.5299,51.1201,26.9654,-113521.256873,0
4,lopho,10,rcluster,-113522.6328125,AICc,227300.299449,8,2,-113521.1554,-19693.4126,122,227286.3108,227297.3446,228012.5298,51.1202,26.9654,-113521.256827,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-59180.4362,-19858.2899,48,118456.8723,118458.6037,118741.2799,50.0749,29.6858,-59180.699617,2
6,myria,10,rcluster,-59180.330078125,AIC,118456.660156,8,2,-59178.9600,-18490.5340,48,118453.9199,118455.6513,118738.3275,50.3511,29.8660,-59179.011245,0
7,myria,10,rcluster,-59182.3203125,BIC,118737.123028,9,1,-59180.7320,-19858.2899,47,118455.4640,118457.1241,118733.9464,50.0326,29.6880,-59180.804719,0
8,myria,10,rcluster,-59180.330078125,AICc,118458.391478,8,2,-59178.9600,-18490.5340,48,118453.9199,118455.6513,118738.3275,50.3538,29.8691,-59179.011875,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-228567.0626,-48615.4262,122,457378.1251,457383.1472,458197.4625,52.2536,28.1018,-228567.153241,0
10,lopho,20,rcluster,-228556.75,AIC,457359.5,17,3,-228554.4717,-43551.1425,123,457354.9434,457360.0486,458180.9966,52.1253,27.9521,-228554.559015,0
11,lopho,20,rcluster,-228559.390625,BIC,458182.118622,18,2,-228557.2478,-45900.4270,122,457358.4956,457363.5177,458177.8330,52.1525,27.9890,-228557.287602,0
12,lopho,20,rcluster,-228556.75,AICc,457364.605272,17,3,-228554.5742,-43551.1425,123,457355.1484,457360.2537,458181.2016,52.2895,28.1188,-228554.559421,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-114459.7428,-39774.8294,48,229015.4856,229016.3928,229330.5063,48.4992,28.8748,-114460.619750,8
14,myria,20,rcluster,-114455.52734375,AIC,229007.054688,18,2,-114455.5743,-37339.7286,48,229007.1485,229008.0558,229322.1692,50.2919,30.6710,-114455.839654,2
15,myria,20,rcluster,-114459.125,BIC,229320.707761,19,1,-114459.2433,-39774.8294,47,229012.4866,229013.3566,229320.9444,50.2438,30.6525,-114460.004277,2
16,myria,20,rcluster,-114455.52734375,AICc,229007.96192,18,2,-114455.5565,-37339.7286,48,229007.1129,229008.0201,229322.1336,50.2823,30.6767,-114455.842315,2
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-456299.7727,-103844.5116,122,912843.5453,912846.0158,913748.1746,52.8580,28.4544,-456300.032073,8
18,lopho,40,rcluster,-456268.450195312,AIC,912798.900391,32,8,-456267.8561,-86995.4703,131,912797.7121,912800.5611,913769.0763,52.8697,28.3703,-456268.148538,2
19,lopho,40,rcluster,-456276.88671875,BIC,913721.232698,36,4,-456276.9019,-92990.3808,124,912801.8038,912804.3561,913721.2631,52.8478,28.6712,-456276.945495,8
20,lopho,40,rcluster,-456268.450195312,AICc,912801.74939,32,8,-456264.2312,-86995.4703,131,912790.4624,912793.3114,913761.8266,52.7593,28.6817,-456264.372466,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-230608.7314,-84987.1007,48,461313.4628,461313.9109,461662.1063,49.1153,32.0220,-230608.655899,2
22,myria,40,rcluster,-230594.72265625,AIC,461293.445312,35,5,-230592.6952,-75960.1324,52,461289.3904,461289.9157,461667.0875,49.2881,32.0951,-230592.866813,0
23,myria,40,rcluster,-230599.31640625,BIC,461652.53976,37,3,-230597.2427,-79730.9656,49,461292.4854,461292.9523,461648.3924,49.1154,NA,-230597.132489,0
24,myria,40,rcluster,-230594.72265625,AICc,461293.970665,35,5,-230592.6176,-75960.1324,52,461289.2351,461289.7605,461666.9323,49.3348,32.3014,-230592.864871,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-895683.6944,-212509.5648,122,1791611.3888,1791612.6504,1792597.4094,52.9345,28.3930,-895684.283252,2
26,lopho,80,rcluster,-895630.580078125,AIC,1791533.16016,69,11,-895629.7701,-177097.6966,136,1791531.5402,1791533.1075,1792630.7106,52.9773,28.4101,-895630.483529,2
27,lopho,80,rcluster,-895648.336914062,BIC,1792556.94079,75,5,-895648.2906,-192670.9665,125,1791546.5812,1791547.9056,1792556.8482,52.9372,28.3924,-895648.743625,2
