,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-104616.5794,-20639.7661,122,209477.1587,209488.5442,210199.7188,55.4112,29.0470,-104616.736868,0
2,lopho,10,rcluster,-104614.34375,AIC,209472.6875,8,2,-104614.2870,-19860.1314,122,209472.5740,209483.9594,210195.1340,55.3382,29.0035,-104614.443395,0
3,lopho,10,rcluster,-104616.5078125,BIC,210191.653077,9,1,-104616.4511,-20639.7661,121,209474.9023,209486.0983,210191.5397,55.3961,29.0442,-104616.613731,0
4,lopho,10,rcluster,-104614.34375,AICc,209484.072932,8,2,-104614.2671,-19860.1314,122,209472.5343,209483.9197,210195.0943,55.3088,28.9850,-104614.443294,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-62446.6235,-25094.5207,48,124989.2470,124990.6529,125283.4898,67.6719,43.7841,-62446.873237,4
6,myria,10,rcluster,-62444.13671875,AIC,124984.273438,8,2,-62440.4561,-23879.0163,48,124976.9123,124978.3181,125271.1551,67.6991,43.7609,-62440.453212,2
7,myria,10,rcluster,-62444.13671875,BIC,125278.516271,8,2,-62440.4547,-23879.0163,48,124976.9093,124978.3152,125271.1522,67.5777,43.6254,-62440.453208,0
8,myria,10,rcluster,-62444.13671875,AICc,124985.679295,8,2,-62440.4561,-23879.0163,48,124976.9123,124978.3181,125271.1551,67.6991,43.7609,-62440.453212,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-212848.3201,-48836.8044,122,425940.6402,425945.6774,426759.6170,57.5914,32.4601,-212848.680571,4
10,lopho,20,rcluster,-212842.478515625,AIC,425930.957031,17,3,-212841.8349,-44738.3723,123,425929.6697,425934.7904,426755.3594,57.3915,32.0753,-212842.266877,2
11,lopho,20,rcluster,-212848.546875,BIC,426751.357607,19,1,-212847.9616,-48836.8044,121,425937.9231,425942.8777,426750.1870,57.4246,32.1717,-212848.379806,2
12,lopho,20,rcluster,-212842.478515625,AICc,425936.07773,17,3,-212841.7986,-44738.3723,123,425929.5972,425934.7178,426755.2869,57.3525,32.0242,-212842.266720,2
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-122977.6852,-49250.9082,48,246051.3705,246052.1294,246374.8836,68.4483,43.7566,-122977.687345,0
14,myria,20,rcluster,-122969.3515625,AIC,246036.703125,17,3,-122968.4393,-45347.9107,49,246034.8786,246035.6693,246365.1315,68.7130,44.3336,-122968.535753,0
15,myria,20,rcluster,-122971.77734375,BIC,246363.067806,18,2,-122970.0812,-47494.8129,48,246036.1625,246036.9214,246359.6756,69.0880,NA,-122969.849036,2
16,myria,20,rcluster,-122969.3515625,AICc,246037.49383,17,3,-122968.5928,-45347.9107,49,246035.1855,246035.9762,246365.4385,68.5082,43.5500,-122968.534776,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-438200.5482,-104996.5047,122,876645.0964,876647.5592,877550.1029,55.8394,29.8373,-438200.925567,4
18,lopho,40,rcluster,-438178.204101562,AIC,876610.408203,34,6,-438178.9961,-91223.4831,127,876611.9922,876614.6613,877554.0891,56.4742,30.4709,-438179.349647,2
19,lopho,40,rcluster,-438186.078125,BIC,877521.16274,38,2,-438186.5911,-98946.2286,122,876617.1822,876619.6450,877522.1887,56.1247,NA,-438186.483542,0
20,lopho,40,rcluster,-438178.204101562,AICc,876613.077278,34,6,-438178.5284,-91223.4831,127,876611.0568,876613.7259,877553.1537,56.0528,30.0497,-438178.674973,2
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-248115.3475,-106566.5207,48,496326.6949,496327.0627,496684.7866,66.0774,41.3588,-248116.532642,2
22,myria,40,rcluster,-248083.620117188,AIC,496279.240234,31,8,-248083.4410,-90574.0801,56,496278.8819,496279.3814,496696.6555,66.9166,42.8835,-248084.367156,0
23,myria,40,rcluster,-248088.544921875,BIC,496669.022464,35,5,-248088.2589,-94569.4767,52,496280.5178,496280.9489,496668.4504,66.9562,42.9316,-248089.012792,0
24,myria,40,rcluster,-248083.620117188,AICc,496279.739687,31,8,-248083.3875,-90574.0801,56,496278.7750,496279.2744,496696.5486,66.9246,42.9654,-248084.366222,0
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-851899.7290,-211725.8840,122,1704043.4580,1704044.7282,1705028.6544,55.4462,29.4364,-851900.099987,2
26,lopho,80,rcluster,-851854.359375,AIC,1703970.71875,71,9,-851853.8982,-177978.8629,131,1703969.7963,1703971.2606,1705027.6711,55.4138,29.4087,-851855.229002,0
27,lopho,80,rcluster,-851869.93359375,BIC,1704979.13892,77,3,-851869.4186,-199043.2422,123,1703984.8372,1703986.1283,1704978.1089,55.3882,29.3957,-851869.618069,2
28,lopho,80,rcluster,-851854.359375,AICc,1703972.18299,71,9,-851853.7989,-177978.8629,131,1703969.5979,1703971.0621,1705027.4727,55.4051,29.3977,-851854.094116,2
29,myria,80,noPart,noPart,noPart,noPart,noPart,0,-503253.0189,-229811.0262,48,1006602.0377,1006602.2164,1006994.6751,64.1601,39.6536,-503254.319276,0
30,myria,80,rcluster,-503197.9140625,AIC,1006517.82812,69,11,-503197.6733,-195555.2543,61,1006517.3465,1006517.6341,1007016.3231,65.0267,40.0624,-503198.479950,0
31,myria,80,rcluster,-503227.965820312,BIC,1006964.92886,76,4,-503227.4982,-217622.3734,50,1006554.9965,1006555.1903,1006963.9937,64.3138,39.3986,-503227.990459,0
32,myria,80,rcluster,-503197.9453125,AICc,1006518.17815,69,11,-503197.9092,-195445.7012,61,1006517.8184,1006518.1059,1007016.7950,65.0888,40.0554,-503198.508970,0
