,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-28766.1401,-18446.6946,18,57568.2802,57568.5288,57674.9656,63.3765,22.3791,-28766.337520,2
2,lopho,10,rcluster,-28759.1733398438,AIC,57566.3466797,5,5,-28760.0322,-15850.5395,24,57568.0645,57568.5015,57710.3116,71.8999,27.0185,-28760.581899,2
3,lopho,10,rcluster,-28768.2119140625,BIC,57687.0361355,8,2,-28762.2091,-17626.4161,19,57562.4181,57562.6944,57675.0304,71.8750,28.2621,-28762.210014,0
4,lopho,10,rcluster,-28759.1733398438,AICc,57566.783679,5,5,-28759.1851,-15850.5395,24,57566.3702,57566.8072,57708.6174,73.3722,29.1642,-28759.453887,4
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-15750.8765,-5241.4153,18,31537.7530,31538.4503,31626.0926,15.9251,9.9238,-15751.559946,0
6,myria,10,rcluster,-15609.984375,AIC,31257.96875,9,1,-15609.2293,-5241.4153,19,31256.4586,31257.2341,31349.7059,31.2193,19.2277,-15609.910799,0
7,myria,10,rcluster,-15609.984375,BIC,31351.2161003,9,1,-15609.2293,-5241.4153,19,31256.4586,31257.2341,31349.7059,31.2193,19.2277,-15609.910799,0
8,myria,10,rcluster,-15609.984375,AICc,31258.7442602,9,1,-15609.2293,-5241.4153,19,31256.4586,31257.2341,31349.7059,31.2193,19.2277,-15609.910799,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-57626.4021,-38703.7520,18,115288.8042,115288.9302,115407.6483,60.9225,21.4919,-57626.474401,2
10,lopho,20,rcluster,-57614.6953125,AIC,115277.390625,14,6,-57611.0660,-33876.9797,24,115270.1319,115270.3533,115428.5908,74.1407,29.9724,-57611.072145,0
11,lopho,20,rcluster,-57623.8208007812,BIC,115436.895568,14,5,-57614.3180,-35135.1179,22,115272.6360,115272.8226,115417.8899,68.1669,23.1160,-57614.334698,2
12,lopho,20,rcluster,-57614.6953125,AICc,115277.612027,14,6,-57611.0655,-33876.9797,24,115270.1310,115270.3524,115428.5899,74.1010,29.9440,-57611.072794,2
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-31438.2216,-11172.5210,18,62912.4431,62912.7884,63013.2594,15.8754,7.0804,-31438.523649,4
14,myria,20,rcluster,-31146.0811767578,AIC,62354.1623535,15,5,-31142.8477,-9732.3309,31,62347.6954,62348.7035,62521.3234,47.3463,31.4138,-31143.485401,4
15,myria,20,rcluster,-31157.173828125,BIC,62458.764803,19,1,-31156.0210,-11172.5210,19,62350.0420,62350.4259,62456.4592,31.7906,14.3323,-31156.027516,0
16,myria,20,rcluster,-31146.0811767578,AICc,62355.1704836,15,5,-31142.9038,-9732.3309,31,62347.8077,62348.8158,62521.4356,44.4634,37.1984,-31143.601850,6
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-115065.1701,-80602.8061,18,230166.3402,230166.4033,230297.5964,60.4270,21.6463,-115065.180484,0
18,lopho,40,rcluster,-115055.028808594,AIC,230174.057617,29,11,-115043.1572,-70412.2629,32,230150.3144,230150.5097,230383.6588,69.8441,28.8273,-115043.288219,2
19,lopho,40,rcluster,-115065.46484375,BIC,230372.522013,32,8,-115044.5686,-72830.6288,26,230141.1372,230141.2669,230330.7296,64.5027,24.9627,-115044.493277,2
20,lopho,40,rcluster,-115055.028808594,AICc,230174.252847,29,11,-115041.6251,-70412.2629,32,230147.2503,230147.4455,230380.5947,70.1158,28.5617,-115041.569510,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-63311.0250,-23830.3125,18,126658.0501,126658.2219,126771.3430,17.4601,8.3588,-63311.032647,0
22,myria,40,rcluster,-62695.6960449219,AIC,125465.39209,33,7,-62693.5506,-20217.0875,37,125461.1013,125461.8110,125693.9811,41.1350,25.6022,-62693.664911,2
23,myria,40,rcluster,-62721.40625,BIC,125600.399443,39,1,-62720.2116,-23830.3125,19,125478.4232,125478.6142,125598.0102,36.1123,16.6620,-62720.880093,2
24,myria,40,rcluster,-62695.6960449219,AICc,125466.101832,33,7,-62693.5220,-20217.0875,37,125461.0439,125461.7537,125693.9238,41.1385,25.4095,-62693.700670,4
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-233403.7718,-169760.2842,18,466843.5436,466843.5746,466987.5644,54.0285,14.9079,-233403.766706,0
26,lopho,80,rcluster,-233351.042236328,AIC,466764.084473,67,13,-233349.7983,-149629.4881,31,466761.5966,466761.6867,467009.6325,54.9863,17.8903,-233350.736919,2
