,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-97925.7459,-19184.9441,122,196095.4919,196107.4393,196812.4418,46.4884,20.2548,-97925.740062,0
2,lopho,10,rcluster,-97919.328125,AIC,196086.65625,5,4,-97919.1508,-16715.1265,124,196086.3017,196098.6523,196815.0049,46.3551,20.1726,-97919.138349,0
3,lopho,10,rcluster,-97925.1015625,BIC,196803.276379,9,1,-97925.1043,-19184.9441,121,196092.2086,196103.9571,196803.2818,46.4628,20.2458,-97925.102238,0
4,lopho,10,rcluster,-97919.328125,AICc,196099.006848,5,4,-97919.1508,-16715.1265,124,196086.3017,196098.6523,196815.0048,46.3545,20.1723,-97919.138320,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-48420.5803,-14102.7256,48,96937.1605,96939.5642,97206.1476,31.7469,18.7571,-48420.571244,0
6,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-194876.1625,-38678.3335,122,389996.3250,390002.5003,390791.0070,46.3941,20.2506,-194876.163829,0
7,lopho,20,rcluster,-194867.873046875,AIC,389981.746094,17,3,-194867.8561,-35804.9000,123,389981.7121,389987.9900,390782.9080,46.3141,20.2104,-194867.857447,0
8,lopho,20,rcluster,-194867.873046875,BIC,390782.941944,17,3,-194867.8561,-35804.9000,123,389981.7121,389987.9900,390782.9080,46.3141,20.2104,-194867.857443,0
9,myria,20,noPart,noPart,noPart,noPart,noPart,0,-97949.8286,-31356.4672,48,195995.6571,195996.8220,196298.8043,31.0905,18.0044,-97949.824154,0
10,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-393438.7461,-83862.5842,122,787121.4923,787124.4768,788003.3183,46.0884,20.0640,-393438.746863,0
11,myria,40,noPart,noPart,noPart,noPart,noPart,0,-202765.6288,-71545.3940,48,405627.2576,405627.8021,405966.6086,30.5705,17.1617,-202765.629845,0
12,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-790045.0591,-179445.2170,122,1580334.1182,1580335.5696,1581303.1345,46.1571,20.1599,-790045.060755,0
13,myria,80,noPart,noPart,noPart,noPart,noPart,0,-408476.3689,-150484.4496,48,817048.7377,817049.0122,817420.8322,30.7953,17.2425,-408476.370536,0
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
