filename rf_dist eucl_dist
part_N10_lopho_noPart/RAxML_bestTree.raxml_tree.out 0.14285714285714285 1047.3924366818558
part_N10_lopho_r-a/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1047.8323439339736
part_N10_lopho_r-b/RAxML_bestTree.raxml_tree.out 0.14285714285714285 1047.786547890126
part_N10_lopho_r-c/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1047.8323439339736
part_N20_lopho_noPart/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1049.2923469664627
part_N20_lopho_r-a/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1049.2955643233583
part_N20_lopho_r-b/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1049.3714663938413
part_N20_lopho_r-c/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1049.2955643233583
part_N40_lopho_noPart/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1049.7806285291597
part_N40_lopho_r-a/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1048.2677260226203
part_N40_lopho_r-b/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1049.4278984391335
part_N40_lopho_r-c/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1048.2677260226203
part_N80_lopho_noPart/RAxML_bestTree.raxml_tree.out 0.0 1051.1781100117555
part_N80_lopho_r-a/RAxML_bestTree.raxml_tree.out 0.0 1050.9883452961917
part_N80_lopho_r-b/RAxML_bestTree.raxml_tree.out 0.0 1051.0999962595672
part_N80_lopho_r-c/RAxML_bestTree.raxml_tree.out 0.0 1050.9687372213882
part_N10_myria_noPart/RAxML_bestTree.raxml_tree.out 0.7142857142857143 1033.5287073131399
part_N10_myria_r-a/RAxML_bestTree.raxml_tree.out 0.7142857142857143 1033.5164017953819
part_N10_myria_r-b/RAxML_bestTree.raxml_tree.out 0.7142857142857143 1033.5195425399377
part_N10_myria_r-c/RAxML_bestTree.raxml_tree.out 0.7142857142857143 1033.5164017953819
part_N20_myria_noPart/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1033.100754390068
part_N20_myria_r-a/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1033.2188343245798
part_N20_myria_r-b/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1033.093076683311
part_N20_myria_r-c/RAxML_bestTree.raxml_tree.out 0.2857142857142857 1033.2188343245798
part_N40_myria_noPart/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1033.0385080892868
part_N40_myria_r-a/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1033.0333511130962
part_N40_myria_r-b/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1032.974897433899
part_N40_myria_r-c/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1033.0333511130962
part_N80_myria_noPart/RAxML_bestTree.raxml_tree.out 0.7142857142857143 1033.202406721315
part_N80_myria_r-a/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1032.964287630127
part_N80_myria_r-b/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1033.1044782819672
part_N80_myria_r-c/RAxML_bestTree.raxml_tree.out 0.5714285714285714 1032.9700616056873
