,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-20388.9082,-12680.5392,18,40813.8164,40814.1987,40912.8160,15.3186,NA,-20388.772342,0
2,lopho,10,rcluster,-20386.501953125,AIC,40809.0039062,8,2,-20384.1263,-11618.6282,18,40804.2525,40804.6349,40903.2521,15.4857,NA,-20383.989882,0
3,lopho,10,rcluster,-20386.501953125,BIC,40908.003484,8,2,-20384.1263,-11618.6282,18,40804.2525,40804.6349,40903.2521,15.4857,NA,-20383.989882,0
4,lopho,10,rcluster,-20386.501953125,AICc,40809.3862428,8,2,-20384.1263,-11618.6282,18,40804.2525,40804.6349,40903.2521,15.4857,NA,-20383.989882,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-17533.8802,-5381.9216,18,35103.7603,35104.4576,35192.0999,18.0215,5.0167,-17533.887105,0
6,myria,10,rcluster,-17342.87109375,AIC,34735.7421875,7,3,-17340.9997,-4909.0850,25,34731.9995,34733.3342,34854.6933,41.0423,12.0890,-17341.002615,0
7,myria,10,rcluster,-17353.6640625,BIC,34838.5754753,9,1,-17353.5500,-5381.9216,19,34745.1001,34745.8756,34838.3474,37.7154,13.0049,-17353.585151,2
8,myria,10,rcluster,-17342.87109375,AICc,34737.0768898,7,3,-17341.0073,-4909.0850,25,34732.0145,34733.3493,34854.7084,41.1861,12.0493,-17341.003398,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-39537.4054,-25674.9148,18,79110.8108,79111.0133,79221.1571,15.0709,11.0206,-39537.520854,0
10,lopho,20,rcluster,-39535.421875,AIC,79108.84375,17,3,-39530.4347,-22608.7394,19,79098.8694,79099.0946,79215.3462,14.9194,NA,-39530.182536,0
11,lopho,20,rcluster,-39537.8759765625,BIC,79222.098317,18,2,-39532.6987,-24022.2280,18,79101.3975,79101.6000,79211.7438,14.8734,NA,-39532.386829,0
12,lopho,20,rcluster,-39535.421875,AICc,79109.0688685,17,3,-39530.4379,-22608.7394,19,79098.8757,79099.1009,79215.3525,14.9191,NA,-39530.182536,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-34381.8702,-11378.1943,18,68799.7405,68800.0857,68900.5567,24.3496,5.8427,-34381.872767,2
14,myria,20,rcluster,-34030.9267578125,AIC,68129.8535156,14,6,-34029.0480,-9801.2612,34,68126.0959,68127.3071,68316.5266,50.3688,24.0919,-34029.390450,4
