,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-132516.5396,-29166.8878,122,265277.0793,265284.9730,266042.6441,77.8648,36.5617,-132516.540086,0
2,lopho,10,rcluster,-132513.42578125,AIC,265270.851562,8,2,-132513.3612,-27195.4135,122,265270.7224,265278.6161,266036.2872,77.7624,36.4959,-132513.361558,0
3,lopho,10,rcluster,-132516.75,BIC,266034.789717,9,1,-132516.7030,-29166.8878,121,265275.4060,265283.1693,266034.6957,77.7675,36.5050,-132516.703327,0
4,lopho,10,rcluster,-132513.42578125,AICc,265278.745303,8,2,-132513.3612,-27195.4135,122,265270.7224,265278.6161,266036.2872,77.7624,36.4959,-132513.361558,0
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-57763.6475,-17931.6457,48,115623.2950,115625.2404,115902.2114,43.5267,24.1911,-57763.650616,0
6,myria,10,rcluster,-57761.216796875,AIC,115618.433594,8,2,-57761.1114,-16780.0999,48,115618.2227,115620.1681,115897.1391,43.3955,24.0983,-57761.115692,0
7,myria,10,rcluster,-57764.0546875,BIC,115895.215006,9,1,-57763.9459,-17931.6457,47,115621.8918,115623.7571,115894.9975,43.2874,24.0235,-57763.950207,0
8,myria,10,rcluster,-57761.216796875,AICc,115620.379003,8,2,-57761.1114,-16780.0999,48,115618.2227,115620.1682,115897.1391,43.3951,24.0981,-57761.115706,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-270371.5303,-62305.8405,122,540987.0606,540990.9386,541837.3758,78.1585,35.7736,-270371.530735,0
10,lopho,20,rcluster,-270366.9375,AIC,540977.875,18,2,-270366.8957,-59147.4070,122,540977.7915,540981.6695,541828.1066,78.1299,35.7582,-270366.896208,0
11,lopho,20,rcluster,-270366.9375,BIC,541828.190149,18,2,-270366.8957,-59147.4070,122,540977.7915,540981.6695,541828.1066,78.1299,35.7582,-270366.896233,0
12,lopho,20,rcluster,-270366.9375,AICc,540981.75302,18,2,-270366.8957,-59147.4070,122,540977.7915,540981.6695,541828.1066,78.1299,35.7582,-270366.896468,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-118830.8931,-39699.8010,48,237757.7861,237758.7187,238071.4960,43.1666,23.5216,-118830.896837,0
14,myria,20,rcluster,-118819.44921875,AIC,237738.898438,14,4,-118819.3482,-34731.4377,50,237738.6965,237739.7080,238065.4776,43.2527,23.5919,-118819.351065,0
15,myria,20,rcluster,-118824.09765625,BIC,238057.905184,18,2,-118823.9986,-37967.5301,48,237743.9972,237744.9297,238057.7070,43.2196,23.5624,-118824.001042,0
16,myria,20,rcluster,-118819.44921875,AICc,237739.909941,14,4,-118819.3482,-34731.4377,50,237738.6965,237739.7080,238065.4776,43.2521,23.5914,-118819.351029,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-538065.8408,-132314.0976,122,1076375.6816,1076377.5849,1077311.8496,77.4766,35.9347,-538065.841426,0
18,lopho,40,rcluster,-538048.973632812,AIC,1076349.94727,35,5,-538048.9301,-120111.5814,126,1076349.8603,1076351.8905,1077316.7223,77.5270,35.9656,-538048.930760,0
19,lopho,40,rcluster,-538048.973632812,AICc,1076351.97746,35,5,-538048.9303,-120111.5814,126,1076349.8606,1076351.8908,1077316.7226,77.5264,35.9649,-538048.930938,0
20,myria,40,noPart,noPart,noPart,noPart,noPart,0,-236343.2567,-82136.2240,48,472782.5133,472782.9910,473128.1078,42.9761,23.1250,-236343.261141,0
21,myria,40,rcluster,-236320.611328125,AIC,472745.222656,35,5,-236320.5061,-71803.9362,52,472745.0122,472745.5722,473119.4063,43.1455,23.2423,-236320.504422,0
22,myria,40,rcluster,-236328.111328125,BIC,473107.017066,37,3,-236327.9071,-76917.6990,49,472753.8142,472754.3119,473106.6086,43.0036,23.1434,-236327.910825,0
23,myria,40,rcluster,-236320.611328125,AICc,472745.782648,35,5,-236320.5050,-71803.9362,52,472745.0100,472745.5700,473119.4041,43.1463,23.2431,-236320.503042,0
24,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1066999.2525,-266849.9744,122,2134242.5049,2134243.4865,2135259.0111,77.4160,35.8118,-1066999.252602,0
25,myria,80,noPart,noPart,noPart,noPart,noPart,0,-473420.8159,-174416.6087,48,946937.6318,946937.8670,947317.1238,42.8655,23.0250,-473420.819408,0
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
