,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-126420.0968,-29093.0263,122,253084.1937,253092.0359,253850.5331,83.1782,38.2842,-126421.263828,2
2,lopho,10,rcluster,-126412.7890625,AIC,253077.578125,4,5,-126412.7516,-25113.2337,126,253077.5032,253085.8747,253868.9685,83.3144,38.3905,-126412.751337,4
3,lopho,10,rcluster,-126419.6640625,BIC,253841.386099,9,1,-126419.6493,-29093.0263,121,253081.2986,253089.0112,253841.3565,83.1287,38.2582,-126419.645502,2
4,lopho,10,rcluster,-126412.7890625,AICc,253085.949561,4,5,-126412.7518,-25113.2337,126,253077.5036,253085.8750,253868.9689,83.3127,38.3893,-126412.751436,4
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-55792.8241,-20676.2579,48,111681.6481,111683.3581,111966.6421,49.6506,31.1602,-55792.942353,4
6,myria,10,rcluster,-55787.8500976562,AIC,111679.700195,5,5,-55787.5927,-17375.3327,52,111679.1854,111681.1919,111987.9289,49.6338,31.5692,-55787.640863,2
7,myria,10,rcluster,-55793.48828125,BIC,111960.033173,9,1,-55793.2927,-20676.2579,47,111680.5853,111682.2249,111959.6419,49.7990,33.1216,-55793.290969,0
8,myria,10,rcluster,-55787.8500976562,AICc,111681.706748,5,5,-55787.3757,-17375.3327,52,111678.7513,111680.7579,111987.4948,50.3132,33.2000,-55787.624851,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-250327.6944,-61212.4869,122,500899.3888,500903.2763,501749.4087,82.3631,37.0473,-250327.601534,0
10,lopho,20,rcluster,-250314.348632812,AIC,500886.697266,12,7,-250312.9845,-51574.9563,129,500883.9690,500888.3175,501782.7606,82.3590,37.1410,-250313.015363,0
11,lopho,20,rcluster,-250321.875,BIC,501737.769957,18,2,-250320.5332,-57919.6105,122,500885.0664,500888.9539,501735.0863,82.2798,37.0553,-250320.480308,0
12,lopho,20,rcluster,-250314.348632812,AICc,500891.045768,12,7,-250313.0884,-51574.9563,129,500884.1768,500888.5253,501782.9684,82.4781,37.1412,-250313.015778,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-115360.9236,-44323.9729,48,230817.8471,230818.6821,231136.8184,48.1318,31.0259,-115361.360753,2
14,myria,20,rcluster,-115352.99609375,AIC,230809.992188,15,5,-115352.5398,-39594.8697,52,230809.0795,230810.0585,231154.6317,48.4170,31.1243,-115353.072259,2
15,myria,20,rcluster,-115356.8984375,BIC,231128.768133,18,2,-115356.4600,-41719.6677,48,230808.9199,230809.7549,231127.8912,47.9025,30.1743,-115356.739126,2
16,myria,20,rcluster,-115352.99609375,AICc,230810.971228,15,5,-115352.4754,-39594.8697,52,230808.9508,230809.9298,231154.5030,48.4541,31.2720,-115352.702973,0
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-505961.9200,-127080.0399,122,1012167.8401,1012169.7864,1013101.3067,82.0021,37.0519,-505962.056286,2
18,lopho,40,rcluster,-505935.844726562,AIC,1012133.68945,32,8,-505936.0988,-109262.7738,131,1012134.1977,1012136.4418,1013136.5266,82.1405,37.1300,-505936.302694,2
19,lopho,40,rcluster,-505947.3125,BIC,1013081.74298,37,3,-505948.1334,-119966.1927,123,1012142.2669,1012144.2452,1013083.3849,82.0698,37.0279,-505948.497463,2
20,lopho,40,rcluster,-505935.844726562,AICc,1012135.93356,32,8,-505935.8112,-109262.7738,131,1012133.6224,1012135.8665,1013135.9513,82.0298,37.1364,-505935.829782,0
21,myria,40,noPart,noPart,noPart,noPart,noPart,0,-232411.8587,-94614.0962,48,464919.7174,464920.1282,465272.5139,47.4924,26.4032,-232411.875211,0
22,myria,40,rcluster,-232390.51171875,AIC,464893.023438,31,8,-232390.3231,-79368.9145,56,464892.6463,464893.2043,465304.2423,50.0080,30.9330,-232390.593927,4
23,myria,40,rcluster,-232400.526855469,BIC,465259.200202,37,3,-232399.9548,-89047.8558,49,464897.9096,464898.3376,465258.0561,48.0201,26.4203,-232399.971991,0
24,myria,40,rcluster,-232393.32421875,AICc,464893.148612,34,6,-232393.0759,-81293.5579,53,464892.1518,464892.6520,465281.6980,48.5504,26.7614,-232393.196008,2
25,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-1016787.4212,-269361.0723,122,2033818.8424,2033819.8041,2034837.8190,81.9995,37.2890,-1016787.456998,2
26,lopho,80,rcluster,-1016733.97851562,AIC,2033729.95703,72,8,-1016734.0228,-236189.4203,131,2033730.0457,2033731.1543,2034824.1927,82.1655,37.3707,-1016734.035877,2
