,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-19126.3417,-11027.0958,18,38288.6834,38289.1193,38385.3475,23.1104,18.4296,-19126.912544,6
2,lopho,10,rcluster,-19123.8139648438,AIC,38289.6279297,5,5,-19123.5765,-9094.6914,21,38289.1531,38289.7431,38401.9279,22.9107,16.2305,-19123.916612,2
3,lopho,10,rcluster,-19126.580078125,BIC,38378.4540772,9,1,-19126.6417,-11027.0958,17,38287.2834,38287.6732,38378.5773,23.1264,17.4580,-19126.905066,4
4,lopho,10,rcluster,-19123.8139648438,AICc,38290.217968,5,5,-19123.5765,-9094.6914,21,38289.1530,38289.7431,38401.9279,22.9108,16.2305,-19123.916652,2
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-16211.8458,-5280.6092,18,32459.6916,32460.3888,32548.0312,11.4738,5.3912,-16212.007712,2
6,myria,10,rcluster,-16048.0699462891,AIC,32152.1398926,5,4,-16044.5052,-4553.0455,28,32145.0104,32146.6829,32282.4276,24.6323,11.5593,-16044.437633,0
7,myria,10,rcluster,-16061.4775390625,BIC,32254.2024284,9,1,-16057.6981,-5280.6092,19,32153.3961,32154.1716,32246.6435,24.4702,11.6929,-16057.849823,2
8,myria,10,rcluster,-16048.0699462891,AICc,32153.8123952,5,4,-16044.5052,-4553.0455,28,32145.0104,32146.6829,32282.4276,24.6323,11.5593,-16044.437633,0
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-40168.7215,-23696.4914,18,80373.4430,80373.6633,80482.2867,23.0875,16.2711,-40168.803905,0
10,lopho,20,rcluster,-40159.7260742188,AIC,80365.4521484,11,7,-40159.1339,-19451.5918,23,80364.2678,80364.6239,80503.3458,22.8362,NA,-40159.016426,0
11,lopho,20,rcluster,-40169.0546875,BIC,80474.9061567,19,1,-40168.6921,-23696.4914,17,80371.3843,80371.5813,80474.1811,23.0791,16.2656,-40169.043202,2
12,lopho,20,rcluster,-40159.7260742188,AICc,80365.8082775,11,7,-40158.9516,-19451.5918,23,80363.9031,80364.2593,80502.9811,22.8372,16.1257,-40159.014519,0
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-32398.5370,-11228.4567,18,64833.0741,64833.4194,64933.8903,12.4520,5.7552,-32398.743725,0
14,myria,20,rcluster,-32089.8690185547,AIC,64229.7380371,17,3,-32083.4673,-10334.3066,25,64216.9346,64217.5931,64356.9571,27.0588,12.7411,-32083.781266,4
15,myria,20,rcluster,-32103.822265625,BIC,64352.061678,19,1,-32097.5631,-11228.4567,19,64233.1262,64233.5100,64339.5433,25.6573,NA,-32097.351529,2
16,myria,20,rcluster,-32089.8690185547,AICc,64230.3965984,17,3,-32083.4341,-10334.3066,25,64216.8681,64217.5267,64356.8907,27.4130,12.8051,-32083.617823,8
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-84806.9806,-54307.2853,18,169649.9612,169650.0648,169772.3225,23.1217,17.2067,-84807.104417,0
18,lopho,40,rcluster,-84780.9645996094,AIC,169615.929199,31,9,-84780.9201,-44397.5108,27,169615.8403,169616.0697,169799.3823,23.1692,NA,-84780.661908,0
