,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-154613.1760,-45230.4096,122,309470.3520,309475.6998,310282.1819,121.6805,65.7221,-154613.236300,2
2,lopho,10,rcluster,-154619.59375,AIC,309485.1875,7,3,-154607.5836,-42681.8674,123,309461.1673,309466.6037,310279.6515,126.8489,72.5109,-154608.946538,12
3,lopho,10,rcluster,-154623.34375,BIC,310293.863007,9,1,-154612.6215,-45230.4096,121,309467.2429,309472.5029,310272.4184,124.3869,69.3951,-154612.523864,2
4,lopho,10,rcluster,-154619.59375,AICc,309490.623964,7,3,-154608.5027,-42681.8674,123,309463.0055,309468.4419,310281.4897,124.5477,69.7846,-154608.495984,10
5,myria,10,noPart,noPart,noPart,noPart,noPart,0,-53752.5309,-20537.3687,48,107601.0617,107602.7667,107886.1927,45.3450,24.1017,-53752.534458,0
6,myria,10,rcluster,-53743.8857421875,AIC,107591.771484,5,5,-53743.8937,-17067.2361,52,107591.7875,107593.7882,107900.6793,45.6541,24.4074,-53743.976527,4
7,myria,10,rcluster,-53747.91796875,BIC,107876.96687,8,2,-53747.8406,-19330.3184,48,107591.6812,107593.3862,107876.8121,45.1622,23.9587,-53747.842254,2
8,myria,10,rcluster,-53743.8857421875,AICc,107593.77221,5,5,-53743.8931,-17067.2361,52,107591.7862,107593.7869,107900.6781,45.6516,24.4133,-53743.902172,2
9,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-302362.6476,-88445.4682,122,604969.2953,604972.1349,605857.1199,121.9160,65.4343,-302362.712699,2
10,lopho,20,rcluster,-302354.682617188,AIC,604957.365234,15,4,-302354.5719,-80460.3545,124,604957.1438,604960.0775,605859.5230,121.0322,64.5099,-302354.764901,4
11,lopho,20,rcluster,-302362.625,BIC,605847.79738,19,1,-302362.5621,-88445.4682,121,604967.1242,604969.9174,605847.6716,121.0471,64.5011,-302362.584177,4
12,lopho,20,rcluster,-302354.682617188,AICc,604960.298896,15,4,-302354.5719,-80460.3545,124,604957.1438,604960.0775,605859.5229,121.0322,64.5099,-302354.540570,2
13,myria,20,noPart,noPart,noPart,noPart,noPart,0,-107829.0971,-42270.4841,48,215754.1943,215755.0682,216070.9973,41.7616,NA,-107828.943963,2
14,myria,20,rcluster,-107814.479980469,AIC,215734.959961,14,6,-107814.8967,-35604.8032,53,215735.7935,215736.8578,216085.5968,41.9519,24.3262,-107814.798463,2
15,myria,20,rcluster,-107820.466796875,BIC,216053.736602,18,2,-107820.1431,-40025.5025,48,215736.2862,215737.1601,216053.0893,41.9477,NA,-107820.028658,0
16,myria,20,rcluster,-107814.479980469,AICc,215736.024297,14,6,-107814.8971,-35604.8032,53,215735.7942,215736.8585,216085.5975,41.9512,NA,-107814.175626,4
17,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-590728.6032,-181674.2166,122,1181701.2065,1181702.6508,1182670.8195,119.5172,NA,-590727.681878,6
18,lopho,40,rcluster,-590708.375,AIC,1181668.75,35,5,-590708.2632,-163548.9806,126,1181668.5264,1181670.0668,1182669.9300,119.6737,63.1849,-590708.218318,0
19,lopho,40,rcluster,-590713.66015625,BIC,1182650.88101,37,3,-590713.4345,-170917.1626,123,1181672.8690,1181674.3370,1182650.4297,119.4610,63.0937,-590713.400905,0
