,species,samp.size,search.algo,part.log.lik,part.IC,part.IC.score,num.partition.steps,num.partitions,max.log.lik,uncon.log.lik,num.free.params,AIC,AICc,BIC,sum.branch.lens,sum.int.branch.lens,cons.log.lik,cons.max.RF.dist
1,lopho,10,greedy,-89038.9697265625,AIC,178321.939453,8,2,-89038.8152,-15412.1991,122,178321.6303,178336.2276,179015.3981,35.0653,21.2999,-89038.814670,0
2,lopho,10,greedy,-89041.1328125,BIC,179012.346807,9,1,-89041.1121,-16146.4685,121,178324.2243,178338.5772,179012.3054,35.1097,21.3287,-89041.111145,0
3,lopho,10,greedy,-89038.9697265625,AICc,178336.536729,8,2,-89038.8152,-15412.1991,122,178321.6303,178336.2276,179015.3981,35.0653,21.2999,-89038.814670,0
4,lopho,10,noPart,noPart,noPart,noPart,noPart,0,-89041.2956,-16146.4685,122,178326.5913,178341.1886,179020.3591,35.1266,21.3413,-89041.293991,0
5,lopho,10,rcluster,-89038.8291015625,AIC,178321.658203,8,2,-89038.8158,-15412.1991,122,178321.6317,178336.2290,179015.3995,35.0655,21.3003,-89038.817196,2
6,lopho,10,rcluster,-89041.125,BIC,179012.331182,9,1,-89041.1121,-16146.4685,121,178324.2243,178338.5772,179012.3054,35.1097,21.3287,-89041.111145,0
7,lopho,10,rcluster,-89038.8291015625,AICc,178336.255479,8,2,-89038.8158,-15412.1991,122,178321.6317,178336.2290,179015.3995,35.0655,21.3003,-89038.817196,2
8,myria,10,greedy,-58234.779296875,AIC,116571.558594,6,4,-58234.6603,-13930.4011,51,116571.3206,116573.6696,116864.3158,37.3389,13.8383,-58234.661514,0
9,myria,10,greedy,-58238.046875,BIC,116847.853885,8,2,-58237.9343,-15259.6005,48,116571.8686,116573.9491,116847.6287,37.1332,13.7538,-58237.935414,0
10,myria,10,greedy,-58234.779296875,AICc,116573.907575,6,4,-58234.6603,-13930.4011,51,116571.3206,116573.6696,116864.3158,37.3389,13.8383,-58234.661514,0
11,myria,10,noPart,noPart,noPart,noPart,noPart,0,-58245.4168,-16478.3780,48,116586.8336,116588.9141,116862.5937,37.1705,13.7612,-58245.418028,0
12,myria,10,rcluster,-58234.7080078125,AIC,116571.416016,5,4,-58234.6603,-13930.4011,51,116571.3206,116573.6696,116864.3158,37.3389,13.8383,-58234.661514,0
13,myria,10,rcluster,-58238.00390625,BIC,116847.767947,8,2,-58237.9343,-15259.6005,48,116571.8686,116573.9491,116847.6287,37.1331,13.7538,-58237.935404,0
14,myria,10,rcluster,-58234.7080078125,AICc,116573.764997,5,4,-58234.6603,-13930.4011,51,116571.3206,116573.6696,116864.3158,37.3389,13.8383,-58234.661514,0
15,lopho,20,noPart,noPart,noPart,noPart,noPart,0,-179582.5279,-35754.3614,122,359409.0557,359415.9630,360190.4287,35.5060,21.6667,-179582.525314,0
16,lopho,20,rcluster,-179572.98828125,AIC,359395.976562,14,5,-179572.9629,-30383.4661,125,359395.9258,359403.1805,360196.5128,35.5010,21.6605,-179572.962621,0
17,lopho,20,rcluster,-179582.21875,BIC,360181.405735,19,1,-179582.2018,-35754.3614,121,359406.4036,359413.1969,360181.3718,35.4907,21.6560,-179582.201458,0
18,lopho,20,rcluster,-179572.98828125,AICc,359403.231284,14,5,-179572.9643,-30383.4661,125,359395.9286,359403.1833,360196.5156,35.5022,21.6616,-179572.962621,0
19,myria,20,greedy,-118073.7265625,BIC,236554.737116,18,2,-118073.5402,-34534.9383,48,236243.0805,236244.0619,236554.3645,36.5978,14.0962,-118073.540448,0
20,myria,20,greedy,-118066.98828125,AICc,236241.172051,15,5,-118066.8985,-31222.1450,53,236239.7970,236240.9925,236583.5064,36.8705,14.2186,-118066.897606,0
21,myria,20,noPart,noPart,noPart,noPart,noPart,0,-118084.7246,-36775.6931,48,236265.4492,236266.4306,236576.7332,36.7350,14.1389,-118084.797424,2
22,myria,20,rcluster,-118069.302734375,AIC,236240.605469,14,4,-118069.1964,-32055.6917,51,236240.3928,236241.5001,236571.1320,36.6937,14.1407,-118069.197228,0
23,myria,20,rcluster,-118073.66796875,BIC,236554.619928,18,2,-118073.5394,-34534.9383,48,236243.0787,236244.0602,236554.3627,36.5933,14.0946,-118073.540436,0
24,myria,20,rcluster,-118069.302734375,AICc,236241.712776,14,4,-118069.1978,-32055.6917,51,236240.3957,236241.5030,236571.1349,36.7026,14.1426,-118069.196616,0
25,lopho,40,noPart,noPart,noPart,noPart,noPart,0,-356195.7093,-74170.2952,122,712635.4186,712638.9019,713498.6358,35.6131,21.7701,-356195.709350,2
26,myria,40,noPart,noPart,noPart,noPart,noPart,0,-234019.7467,-74830.4762,48,468135.4933,468136.0040,468477.9046,35.9613,14.0119,-234019.747409,0
27,myria,40,rcluster,-233975.424804688,AIC,468092.849609,35,5,-233975.2901,-66406.5862,71,468092.5801,468093.6928,468599.0634,35.9463,14.0165,-233975.291361,0
28,myria,40,rcluster,-233999.8125,BIC,468447.169798,37,3,-233999.7131,-68552.7745,49,468097.4263,468097.9582,468446.9711,35.9116,14.0015,-233999.713841,0
29,myria,40,rcluster,-233997.202148438,AICc,468099.002907,35,5,-233997.1250,-66067.5052,52,468098.2501,468098.8487,468469.1956,35.9875,14.0353,-233997.125727,0
30,lopho,80,noPart,noPart,noPart,noPart,noPart,0,-718792.4496,-157644.9323,122,1437828.8992,1437830.6255,1438776.8966,35.7490,21.9113,-718792.450809,0
31,myria,80,noPart,noPart,noPart,noPart,noPart,0,-463345.2750,-156862.8790,48,926786.5500,926786.8054,927162.0844,35.9603,13.9402,-463345.276046,0
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
